"id","pin","address","managing_organization","property_status","date_of_acquisition","date_of_disposition","sales_status","sale_offering_status","sale_offering_reason","sq_ft","square_footage_city_estimate","land_value","ward","community_area_number","community_area_name","zoning_classification","zip_code","last_update","application_use","grouped_parcels","application_deadline","offer_round","application_url","x_coordinate","y_coordinate","latitude","longitude","location"
"62506","20-09-414-053-0000","5426 S SHIELDS AVE","Chicago Park District","Owned by City","1986-09-02T00:00:00.000",,,,,"0.0",,,"20","37","FULLER PARK","POS-2","60609","03/14/2024",,,,,,"1174797.40667984","1868830.24246659","41.79545902645154","-87.63454411391243","
,  
(41.79545902645154, -87.63454411391243)"
"62976","26-30-402-014-0000",,"DPD - Open Space","Owned by City",,,,,,"0.0",,,,,,,"0","03/14/2024",,,,,,"0.0","0.0","0.0","0.0","
,  
(0.0, 0.0)"
"62894","20-20-102-007-0000","1435 W 63RD ST","AIS","Owned by City",,,,,,"0.0",,,"16","67","WEST ENGLEWOOD","PD 911","60636","03/14/2024",,,,,,"1167668.2750924","1862870.01474137","41.77925949208582","-87.66085775873573","
,  
(41.77925949208582, -87.66085775873573)"
"63000","17-08-232-009-0000",,"Other","Owned by City","1953-05-01T00:00:00.000",,,,,"0.0",,,,,,,"0","03/14/2024",,,,,,"0.0","0.0","0.0","0.0","
,  
(0.0, 0.0)"
"69752","20-10-217-064-0000","510 E 50TH ST","DPD - Real Estate","Owned by City","1976-09-15T00:00:00.000",,,,,"1067.0",,,"20","38","GRAND BOULEVARD","RM-5","60615","03/14/2024",,,,,,"1180604.63992193","1872103.1698636","41.804308712727924","-87.61314844981625","
,  
(41.804308712727924, -87.61314844981625)"
"69757","13-26-123-011-0000","2831 N PULASKI RD","AIS","Owned by City","1982-03-25T00:00:00.000",,,,,"0.0",,,"31","21","AVONDALE","M1-1","60641","03/14/2024",,,,,,"1149326.49020801","1918678.35984953","41.93277841530734","-87.72665569874394","
,  
(41.93277841530734, -87.72665569874394)"
"58872","20-17-328-036-0000","1422 W 63RD ST","AIS","Owned by City",,,,,,"0.0",,,"16","67","WEST ENGLEWOOD","PD 911","60636","03/14/2024",,,,,,"1167772.94635377","1863062.33313764","41.77978499084248","-87.66046850582308","
,  
(41.77978499084248, -87.66046850582308)"
"58873","20-17-328-037-0000","1414 W 63RD ST","AIS","Owned by City",,,,,,"0.0",,,"16","67","WEST ENGLEWOOD","PD 911","60636","03/14/2024",,,,,,"1167865.68510709","1863064.92440175","41.77979010977371","-87.66012843857573","
,  
(41.77979010977371, -87.66012843857573)"
"58947","16-10-200-043-0000","4233 W FERDINAND ST","AIS","Owned by City","1994-04-12T00:00:00.000",,,,,"0.0",,,"28","23","HUMBOLDT PARK","PMD 9","60624","03/14/2024",,,,,,"1147757.13794884","1902753.84231055","41.88911027637893","-87.73283268148016","
,  
(41.88911027637893, -87.73283268148016)"
"61766","16-23-405-017-0000","3328 W OGDEN AVE","None","Not City Owned",,,,,,"0.0",,,"24","29","NORTH LAWNDALE","RT-4","60623","03/14/2024",,,,,,"1154364.42666667","1891109.42658335","41.85702731982477","-87.70887904554628","
,  
(41.85702731982477, -87.70887904554628)"
"61797","25-16-423-220-0000",,"Obsolete PIN",,,,,,,,,,,,,,,"03/14/2024",,,,,,"0.0","0.0","0.0","0.0","
,  
(0.0, 0.0)"
"61641","20-21-100-014-0000",,"None","-",,,"Interest","Not for sale at this time due to:","Further Environmental Review Needed",,,,,,,,,"03/14/2024",,,,,,"0.0","0.0","0.0","0.0","
,  
(0.0, 0.0)"
"35246","19-11-117-019-0000",,"Other","Owned by City","1988-08-31T00:00:00.000",,,,,"0.0",,,,,,,"0","03/14/2024",,,,,,"0.0","0.0","0.0","0.0","
,  
(0.0, 0.0)"
"34543","20-17-429-046-0000",,"Obsolete PIN","Sold",,,,,,,,,,,,,,"03/14/2024",,,,,,"0.0","0.0","0.0","0.0","
,  
(0.0, 0.0)"
"34669","17-04-310-003-0000",,"AIS","Owned by City",,,,,,"0.0",,,,,,,"0","03/14/2024",,,,,,"0.0","0.0","0.0","0.0","
,  
(0.0, 0.0)"
"35467","21-30-117-011-0000","2440 E 75TH ST","AIS","Sold","2016-01-13T00:00:00.000",,,,,"10702.0",,,"7","43","SOUTH SHORE","B3-2","60649","03/14/2024",,,,,,"1194032.73851085","1855793.92673138","41.75923577503979","-87.56443618637559","
,  
(41.75923577503979, -87.56443618637559)"
"33932","16-08-415-048-1006",,"None","Owned by City","2002-09-19T00:00:00.000",,,,,,,,,,,,,"03/14/2024",,,,,,"0.0","0.0","0.0","0.0","
,  
(0.0, 0.0)"
"35511","25-36-405-007-0000",,"Other","Owned by City","2002-06-03T00:00:00.000",,,,,"0.0",,,,,,,"00000","03/14/2024",,,,,,"0.0","0.0","0.0","0.0","
,  
(0.0, 0.0)"
"34873","17-17-325-023-0000","1446 W FILLMORE ST","None","Sold",,,,,,"3197.0",,,"28","28","NEAR WEST SIDE","B3-2","60607","03/14/2024",,,,,,"1166706.89999421","1895473.46006009","41.868747347359545","-87.66345031975837","
,  
(41.868747347359545, -87.66345031975837)"
"34091","20-16-111-043-0000","406 W 57TH ST","None","Sold",,,,,,"0.0",,,"20","68","ENGLEWOOD","RS-3","60621","03/14/2024",,,,,,"1174455.0349736777","1867180.0281257548","41.79093829733346","-87.63584869080066","
,  
(41.79093829733346, -87.63584869080066)"
"34128","20-16-108-010-0000",,"None","Sold",,,,,,,,,,,,,,"03/14/2024",,,,,,"0.0","0.0","0.0","0.0","
,  
(0.0, 0.0)"
"34188","20-16-108-020-0000",,"None","Sold","1994-09-26T00:00:00.000","2013-11-25T00:00:00.000",,,,,,,,,,,,"03/14/2024",,,,,,"0.0","0.0","0.0","0.0","
,  
(0.0, 0.0)"
"34980","16-23-414-052-0000","3205 W OGDEN AVE","AIS","Owned by City",,,,,,"0.0",,,"24","29","NORTH LAWNDALE","PD 833","0","03/14/2024",,,,,,"1155255.48997799","1891233.17111553","41.85734905887351","-87.70560500770473","
,  
(41.85734905887351, -87.70560500770473)"
"34203","20-16-106-022-0000",,"None","Sold",,,,,,,,,,,,,,"03/14/2024",,,,,,"0.0","0.0","0.0","0.0","
,  
(0.0, 0.0)"
"35013","16-11-414-004-0000","3331 W WASHINGTON BLVD","None","Sold",,,,,,"3500.0",,,"28","27","EAST GARFIELD PARK","RM-5","60624","03/14/2024",,,,,,"1154043.67982217","1900376.28391905","41.88246297264381","-87.7098092985565","
,  
(41.88246297264381, -87.7098092985565)"
"66066","20-22-424-033-0000","7034 S COTTAGE GROVE AVE","AIS","Owned by City",,,,,,"0.0",,,"6","42","WOODLAWN","M1-2","60637","03/14/2024",,,,,,"1182669.30672644","1858572.53575741","41.76713172033319","-87.60599608171965","
,  
(41.76713172033319, -87.60599608171965)"
"66077","13-26-230-014-0000",,"AIS","Owned by City",,,,,,,,,,,,,,"03/14/2024",,,,,,"0.0","0.0","0.0","0.0","
,  
(0.0, 0.0)"
"66071","25-17-108-001-0000","10402 S VINCENNES AVE","AIS","Owned by City",,,,,,"0.0",,,"19","72","BEVERLY","C1-1","60643","03/14/2024",,,,,,"1168779.04008334","1835710.08008335","41.70470490489317","-87.65756748716257","
,  
(41.70470490489317, -87.65756748716257)"
"62069","20-17-431-026-0000",,"DPD - Business Development","Sold",,"2016-01-22T00:00:00.000",,,,,,,,,,,,"03/14/2024",,,,,,"0.0","0.0","0.0","0.0","
,  
(0.0, 0.0)"
"58983","16-12-326-011-0000",,"Obsolete PIN","Owned by City","1999-02-18T00:00:00.000",,,,,,,,,,,,,"03/14/2024",,,,,,"0.0","0.0","0.0","0.0","
,  
(0.0, 0.0)"
"58989","16-12-114-010-0000","455 N SACRAMENTO BLVD","AIS","Owned by City","1999-08-09T00:00:00.000",,,,,"0.0",,,"27","23","HUMBOLDT PARK","M1-2","60612","03/14/2024",,,,,,"1156434.81391749","1903051.91156088","41.88975714189478","-87.70095657790215","
,  
(41.88975714189478, -87.70095657790215)"
"65765","25-23-101-016-0000",,"AIS","Owned by City",,,,,,,,,,,,,,"03/14/2024",,,,,,"0.0","0.0","0.0","0.0","
,  
(0.0, 0.0)"
"62089","20-17-431-033-0000",,"DPD - Business Development","Sold",,"2016-01-22T00:00:00.000",,,,,,,,,,,,"03/14/2024",,,,,,"0.0","0.0","0.0","0.0","
,  
(0.0, 0.0)"
"65780","20-21-405-049-0000",,"AIS","Owned by City",,,,,,"0.0",,,,,,,"0","03/14/2024",,,,,,"0.0","0.0","0.0","0.0","
,  
(0.0, 0.0)"
"66108","17-27-411-026-0000",,"AIS","Owned by City",,,,,,"59682.0",,,,,,,"0","03/14/2024",,,,,,"0.0","0.0","0.0","0.0","
,  
(0.0, 0.0)"
"67058","25-17-104-009-0000",,"PBC","Not City Owned",,,,,,"0.0",,,,,,,"0","03/14/2024",,,,,,"0.0","0.0","0.0","0.0","
,  
(0.0, 0.0)"
"66171","17-07-329-039-0000","2212 W MADISON ST","AIS","Owned by City",,,,,,"0.0",,,"27","28","NEAR WEST SIDE","B1-3","60612","03/14/2024",,,,,,"1161685.56857686","1900084.39890157","41.881506227681285","-87.681756260134","
,  
(41.881506227681285, -87.681756260134)"
"66155","17-27-409-007-0000",,"AIS","Owned by City",,,,,,,,,,,,,,"03/14/2024",,,,,,"0.0","0.0","0.0","0.0","
,  
(0.0, 0.0)"
"65905","20-21-102-022-0000",,"AIS","Owned by City",,,,,,,,,,,,,,"03/14/2024",,,,,,"0.0","0.0","0.0","0.0","
,  
(0.0, 0.0)"
"63530","20-17-430-031-0000",,"Obsolete PIN","Sold",,,,,,,,,,,,,,"03/14/2024",,,,,,"0.0","0.0","0.0","0.0","
,  
(0.0, 0.0)"
"66961","17-20-201-030-0000",,"None","Not City Owned",,,,,,"6916.0",,,,,,,"0","03/14/2024",,,,,,"0.0","0.0","0.0","0.0","
,  
(0.0, 0.0)"
"66111","13-02-300-004-0000",,"AIS","Owned by City",,,,,,,,,,,,,,"03/14/2024",,,,,,"0.0","0.0","0.0","0.0","
,  
(0.0, 0.0)"
"66201","11-31-416-095-0000","2050 W SCHREIBER AVE","AIS","Owned by City",,,,,,"0.0",,,,,,,"00000","03/14/2024",,,,,,"0.0","0.0","0.0","0.0","
,  
(0.0, 0.0)"
"66008","16-13-421-004-0000",,"AIS","Owned by City",,,,,,"0.0",,,,,,,"60612","03/14/2024",,,,,,"0.0","0.0","0.0","0.0","
,  
(0.0, 0.0)"
"65696","19-19-207-044-0000",,"AIS","Owned by City",,,,,,,,,,,,,,"03/14/2024",,,,,,"0.0","0.0","0.0","0.0","
,  
(0.0, 0.0)"
"36230","20-17-430-004-0000",,"Obsolete PIN","Owned by City",,,,,,,,,,,,,,"03/14/2024",,,,,,"0.0","0.0","0.0","0.0","
,  
(0.0, 0.0)"
"37140","19-10-234-001-0000","4635 W 47TH ST","AIS","Owned by City",,,,,,"0.0",,,"22","56","GARFIELD RIDGE","RT-4","60632","03/14/2024",,,,,,"1149607.45266541","1870595.06808866","41.800826735908196","-87.72687150543373","
,  
(41.800826735908196, -87.72687150543373)"
"36404","20-17-431-030-0000",,"Obsolete PIN","Sold",,,,,,,,,,,,,,"03/14/2024",,,,,,"0.0","0.0","0.0","0.0","
,  
(0.0, 0.0)"
"36445","20-17-429-032-0000",,"Obsolete PIN","Sold",,,,,,,,,,,,,,"03/14/2024",,,,,,"0.0","0.0","0.0","0.0","
,  
(0.0, 0.0)"
"37361","25-24-422-024-0000",,"Other","Owned by City",,,,,,"0.0",,,,,,,"0","03/14/2024",,,,,,"0.0","0.0","0.0","0.0","
,  
(0.0, 0.0)"
"38182","20-20-317-033-0000","6934 S LAFLIN ST","DPD - Large Lots","Sold",,"2018-03-02T00:00:00.000",,,,"0.0",,,"17","67","WEST ENGLEWOOD","RS-3","60636","03/14/2024",,,,,,"1167441.20510326","1858589.37794094","41.76751774624558","-87.66181275821374","
,  
(41.76751774624558, -87.66181275821374)"
"36666","20-08-417-024-0000","5302 S CARPENTER ST","DPD - Large Lots","Sold",,"2017-12-08T00:00:00.000",,,,"0.0",,,"16","61","NEW CITY","RS-3","60609","03/14/2024",,,,,,"1170117.65993584","1869609.67000777","41.797700968741786","-87.65168216931322","
,  
(41.797700968741786, -87.65168216931322)"
"35893","20-17-429-036-0000",,"Obsolete PIN","Sold",,,,,,,,,,,,,,"03/14/2024",,,,,,"0.0","0.0","0.0","0.0","
,  
(0.0, 0.0)"
"35923","20-14-419-004-0000",,"None","Sold",,,,,,"0.0",,,,,,,"0","03/14/2024",,,,,,"0.0","0.0","0.0","0.0","
,  
(0.0, 0.0)"
"35921","20-14-419-006-0000",,"None","Sold",,,,,,"0.0",,,,,,,"0","03/14/2024",,,,,,"0.0","0.0","0.0","0.0","
,  
(0.0, 0.0)"
"37455","25-36-403-002-0000",,"Other","Owned by City",,,,,,"0.0",,,,,,,"0","03/14/2024",,,,,,"0.0","0.0","0.0","0.0","
,  
(0.0, 0.0)"
"36727","20-07-402-016-0000","5129 S WOLCOTT AVE","DPD - Large Lots","Sold",,"2018-03-06T00:00:00.000",,,,"0.0",,,"16","61","NEW CITY","RS-3","60609","03/14/2024",,,,,,"1164650.29023809","1870526.60933766","41.80033438332104","-87.67170601381139","
,  
(41.80033438332104, -87.67170601381139)"
"37518","20-05-110-013-0000",,"DPD - Real Estate","Sold",,"2018-10-12T00:00:00.000",,,,"0.0",,,,,,,"0","03/14/2024",,,,,,"0.0","0.0","0.0","0.0","
,  
(0.0, 0.0)"
"37541","20-22-209-005-0000","6413 S VERNON AVE","DPD - Large Lots","Sold",,,,,,"18633.0",,,"20","42","WOODLAWN","RT-4","60637","03/14/2024",,,,,,"1180449.98671145","1862446.96989529","41.777814768966444","-87.6140119490969","
,  
(41.777814768966444, -87.6140119490969)"
"36075","20-17-422-036-0000",,"Obsolete PIN","Owned by City",,,,,,,,,,,,,,"03/14/2024",,,,,,"0.0","0.0","0.0","0.0","
,  
(0.0, 0.0)"
"37618","20-29-202-024-0000","7104 S CARPENTER ST","DPD - Large Lots","Sold",,"2017-11-22T00:00:00.000",,,,"0.0",,,"17","68","ENGLEWOOD","RS-3","60621","03/14/2024",,,,,,"1170446.87348836","1857663.69478802","41.76491263304419","-87.65082260657458","
,  
(41.76491263304419, -87.65082260657458)"
"36127","20-17-423-019-0000",,"Obsolete PIN","Owned by City",,,,,,,,,,,,,,"03/14/2024",,,,,,"0.0","0.0","0.0","0.0","
,  
(0.0, 0.0)"
"36911","20-08-303-027-0000","5159 S BISHOP ST","DPD - Large Lots","Sold",,"2017-11-14T00:00:00.000",,,,"0.0",,,"16","61","NEW CITY","RS-3","60609","03/14/2024",,,,,,"1167640.46936823","1870313.94540887","41.799687126817716","-87.66074620360028","
,  
(41.799687126817716, -87.66074620360028)"
"67192","17-05-116-108-0000",,"None","Not City Owned",,,,,,,,,,,,,,"03/14/2024",,,,,,"0.0","0.0","0.0","0.0","
,  
(0.0, 0.0)"
"67599","17-18-306-014-0000",,"None","Not City Owned",,,,,,"0.0",,,,,,,"0","03/14/2024",,,,,,"0.0","0.0","0.0","0.0","
,  
(0.0, 0.0)"
"66623","25-16-206-095-0000","334 W 104TH PL","AIS","Owned by City",,,,,,"0.0",,,"21","49","ROSELAND","RS-2","60628","03/14/2024",,,,,,"1175812.1740138957","1835668.090177156","41.70443534479467","-87.63181444712956","
,  
(41.70443534479467, -87.63181444712956)"
"66659","17-10-217-002-0000",,"None","Leased",,,,,,,,,,,,,,"03/14/2024",,,,,,"0.0","0.0","0.0","0.0","
,  
(0.0, 0.0)"
"67653","17-22-110-023-0000",,"DPD - Open Space","Owned by City","2000-08-22T00:00:00.000",,,,,,,,,,,,,"03/14/2024",,,,,,"0.0","0.0","0.0","0.0","
,  
(0.0, 0.0)"
"22985","25-25-200-028-0000",,"DPD - Open Space","Owned by City","2001-10-18T00:00:00.000",,,,,"0.0",,,,,,,"0","03/14/2024",,,,,,"0.0","0.0","0.0","0.0","
,  
(0.0, 0.0)"
"68267","16-09-315-021-0000","150 N LOTUS AVE","None","Not City Owned",,,,,,"8899.0",,,"37","25","AUSTIN","RS-3","60644","03/14/2024",,,,,,"1139797.94286793","1900768.00946659","41.883810026793014","-87.7621109397744","
,  
(41.883810026793014, -87.7621109397744)"
"34554","25-34-409-002-0000","907 E 134TH PL","DPD - Open Space","Owned by City","2005-01-20T00:00:00.000",,"Interest","CBB 2022-2023 not offered due to:","Further Environmental Review Needed","0.0",,,,,,,"60827","03/14/2024",,,,,,"0.0","0.0","0.0","0.0","
,  
(0.0, 0.0)"
"68035","20-03-403-009-0000",,"None","Sold","1991-03-19T00:00:00.000","2002-03-28T00:00:00.000",,,,,,,,,,,,"03/14/2024",,,,,,"0.0","0.0","0.0","0.0","
,  
(0.0, 0.0)"
"68335","17-20-405-004-0000","1615 S PEORIA ST","DOH","Owned by City","2022-05-11T00:00:00.000",,,,,"2653.0",,,"25","31","LOWER WEST SIDE","M1-2","60608","03/14/2024",,,,,,"1170794.09983176","1892096.76012569","41.85939291912797","-87.6485442391032","
,  
(41.85939291912797, -87.6485442391032)"
"69417","25-01-207-029-0000",,"Skyway Concessions","Leased",,"2005-01-24T00:00:00.000",,,,,,,,,,,,"03/14/2024",,,,,,,,,,
"69662","20-36-122-018-0000",,"Skyway Concessions","Leased",,"2005-01-24T00:00:00.000",,,,,,,,,,,,"03/14/2024",,,,,,,,,,
"14519","20-03-121-012-0000","4229 S INDIANA AVE","None","Sold",,,,,,"4013.0",,,"3","38","GRAND BOULEVARD","RM-5","60653","03/14/2024",,,,,,"1178436.27019236","1876889.17994435","41.817491520905456","-87.62095544706483","
,  
(41.817491520905456, -87.62095544706483)"
"16701","20-16-107-013-0000","427 W 56TH ST","None","Sold","1995-09-11T00:00:00.000","2013-11-25T00:00:00.000",,,,"0.0",,,"20","68","ENGLEWOOD","RS-3","60621","03/14/2024",,,,,,"1174227.765520649","1867923.8612102543","41.79298450990024","-87.63665992942249","
,  
(41.79298450990024, -87.63665992942249)"
"9100","16-11-218-019-0000","532 N TRUMBULL AVE","None","Sold","2001-02-13T00:00:00.000","2008-08-28T00:00:00.000",,,,"3011.0",,,"27","23","HUMBOLDT PARK","RT-4","60624","03/14/2024",,,,,,"1153184.19496895","1903587.94025805","41.891293175686","-87.7128800886457","
,  
(41.891293175686, -87.7128800886457)"
"19174","20-28-108-003-0000","7209 S HALSTED ST","None","Sold",,,,,,"3152.0",,,"6","68","ENGLEWOOD","B1-2","60621","03/14/2024",,,,,,"1172319.3162929","1857004.38318342","41.7630624260099","-87.64397894932684","
,  
(41.7630624260099, -87.64397894932684)"
"18263","20-08-304-038-0000","1340 W 52ND ST","DPD - Large Lots","Sold",,"2017-11-14T00:00:00.000",,,,"0.0",,,"20","61","NEW CITY","RT-4","60609","03/14/2024",,,,,,"1168086.13971919","1870370.25493085","41.79983206562637","-87.65911019055649","
,  
(41.79983206562637, -87.65911019055649)"
"16619","20-16-321-004-0000","6217 S HALSTED ST","None","Sold",,"1996-01-11T00:00:00.000",,,,"10540.0",,,"16","68","ENGLEWOOD","PD 560","60621","03/14/2024",,,,,,"1172140.46173584","1863520.77607626","41.780948114573","-87.64444317366817","
,  
(41.780948114573, -87.64444317366817)"
"38255","20-23-226-011-0000","1540 E MARQUETTE RD","DPD - Real Estate","In Acquisition",,,,,,"0.0",,,"5","42","WOODLAWN","B3-5","60637","03/14/2024",,,,,,"1187770.02900414","1861639.49964285","41.77542784706623","-87.58720256302314","
,  
(41.77542784706623, -87.58720256302314)"
"9141","16-11-300-026-0000","346 N HARDING AVE","DPD - Real Estate","Sold","1998-07-17T00:00:00.000","2021-08-31T00:00:00.000",,,,"0.0",,,"37","26","WEST GARFIELD PARK","PMD 9","0","03/14/2024",,,,,,"1149904.45117983","1901927.26879152","41.886800563142216","-87.7249683490845","
,  
(41.886800563142216, -87.7249683490845)"
"13993","16-23-303-041-0000","1648 S HAMLIN AVE","None","Sold","1994-09-27T00:00:00.000","2002-11-06T00:00:00.000",,,,"2907.0",,,"24","29","NORTH LAWNDALE","RT-4","60623","03/14/2024",,,,,,"1151240.7952428","1891255.21964101","41.85748916037352","-87.72034077998003","
,  
(41.85748916037352, -87.72034077998003)"
"15437","17-29-202-013-0000","813 W 22ND PL","None","Sold","2005-11-01T00:00:00.000","2010-12-22T00:00:00.000",,,,"3824.0",,,"25","31","LOWER WEST SIDE","PMD 11","60608","03/14/2024",,,,,,"1171228.98170849","1889200.0612715","41.8514346155216","-87.64703291830135","
,  
(41.8514346155216, -87.64703291830135)"
"8140","16-01-229-032-0000","1222 N WESTERN AVE","AIS","Owned by City",,,,,,"0.0",,,"26","24","WEST TOWN","PD 94","60622","03/14/2024",,,,,,"1160077.21212787","1908183.75662224","41.90376491145983","-87.6874382079053","
,  
(41.90376491145983, -87.6874382079053)"
"20931","20-21-120-011-0000","528 W 65TH PL","DPD - Large Lots","Sold",,"2018-02-23T00:00:00.000",,,,"0.0",,,"6","68","ENGLEWOOD","RT-4","60621","03/14/2024",,,,,,"1173933.26","1861378.60012501","41.77503014212242","-87.63793395015837","
,  
(41.77503014212242, -87.63793395015837)"
"15467","17-34-306-039-0000","3666 S WABASH AVE","None","Sold","1971-08-06T00:00:00.000","2014-04-04T00:00:00.000",,,,"0.0",,,"3","35","DOUGLAS","RM-5","0","03/14/2024",,,,,,"1177220.69487039","1880584.04033488","41.82765809378383","-87.6253027984836","
,  
(41.82765809378383, -87.6253027984836)"
"18875","20-10-113-009-0000","4925 S WABASH AVE","None","Sold",,"2014-10-08T00:00:00.000",,,,"4059.0",,,"3","38","GRAND BOULEVARD","RT-4","60615","03/14/2024",,,,,,"1177680.75021224","1872289.04000514","41.80488548653626","-87.62386619731257","
,  
(41.80488548653626, -87.62386619731257)"
"35173","16-14-419-002-0000","3442 W FILLMORE ST","AIS","Owned by City",,,,,,"0.0",,,"24","29","NORTH LAWNDALE","M1-2","0","03/14/2024",,,,,,"1153647.57897918","1895262.24445581","41.868437394145104","-87.71139986744909","
,  
(41.868437394145104, -87.71139986744909)"
"34473","25-20-422-027-0000","11849 S GREEN ST","AIS","Owned by City",,,,,,"0.0",,,"21","53","WEST PULLMAN","RS-3","0","03/14/2024",,,,,,"1172800.85774498","1826077.6317092","41.67818440993904","-87.64312279184257","
,  
(41.67818440993904, -87.64312279184257)"
"15767","17-31-123-053-0000","3452 S ARCHER AVE","CTA","Owned by City",,,,,,"0.0",,,"12","59","MCKINLEY PARK","C2-2","60608","03/14/2024",,,,,,"1163115.10001521","1881913.59996704","41.83161389782992","-87.67701709404776","
,  
(41.83161389782992, -87.67701709404776)"
"22812","25-24-430-032-0000",,"Park District","Leased","2002-04-16T00:00:00.000",,,,,"0.0",,,,,,,"0","03/14/2024",,,,,,"0.0","0.0","0.0","0.0","
,  
(0.0, 0.0)"
"22717","25-24-430-002-0000",,"Park District","Leased","2001-10-03T00:00:00.000",,,,,"0.0",,,,,,,"0","03/14/2024",,,,,,"0.0","0.0","0.0","0.0","
,  
(0.0, 0.0)"
"24047","25-20-414-003-0000","1101 W 117TH ST","None","Sold","2010-08-10T00:00:00.000","2010-09-10T00:00:00.000",,,,"0.0",,,"21","53","WEST PULLMAN","PD 1168","00000","03/14/2024",,,,,,"1171012.04150884","1826850.88243746","41.680345474641","-87.64964803445845","
,  
(41.680345474641, -87.64964803445845)"
"10612","16-15-313-044-0000","4610 W FIFTH AVE","None","Sold","1995-02-07T00:00:00.000","1999-06-15T00:00:00.000",,,,"1530.0",,,"24","25","AUSTIN","M2-2","60644","03/14/2024",,,,,,"1145398.47983345","1895405.64936962","41.86899092382469","-87.74168073365723","
,  
(41.86899092382469, -87.74168073365723)"
"23875","25-24-206-023-0000",,"Park District","Leased","2001-07-11T00:00:00.000",,,,,"0.0",,,,,,,"60617","03/14/2024",,,,,,"0.0","0.0","0.0","0.0","
,  
(0.0, 0.0)"
"17936","20-14-317-020-0000","6226 S UNIVERSITY AVE","None","Sold",,,,,,"9730.0",,,"20","42","WOODLAWN","RM-5","60637","03/14/2024",,,,,,"1184717.31042315","1863814.55968549","41.78146853875331","-87.59832517839669","
,  
(41.78146853875331, -87.59832517839669)"
