"purchase_order_description","purchase_order_contract_number","revision_number","specification_number","contract_type","start_date","end_date","approval_date","department","vendor_name","vendor_id","address_1","address_2","city","state","zip","award_amount","procurement_type","contract_pdf"
,"264077","0","1234841","DELEGATE AGENCY","2024-03-01T00:00:00.000","2024-09-30T00:00:00.000","2024-05-07T00:00:00.000","DEPT OF FAMILY AND SUPPORT SERVICES","Community Education Network DBA It Takes a Village Family of Schools","54766027","800 SOUTH WELLS STREET","SUITE  #200","CHICAGO","IL","60607","30912",,
"VARIOUS PLUMBING SUPPLIES (GROUPS 2, 3, 4 & 5)","33468","6","128260A","COMMODITIES","2015-11-24T00:00:00.000","2025-05-22T00:00:00.000","2024-05-07T00:00:00.000","DEPT OF FLEET AND FACILITY MANAGEMENT","CHICAGO UNITED INDUSTRIES, LIMITED","105468708E","505 N LAKE SHORE DR",,"CHICAGO","IL","60611","0","BID",
"DFSS-CORP-YS-SYEP:","264305","0","1235846","DELEGATE AGENCY","2024-03-01T00:00:00.000","2024-09-30T00:00:00.000","2024-05-07T00:00:00.000","DEPT OF FAMILY AND SUPPORT SERVICES","AFTER-SCHOOL MATTERS, INC.|CLEANED-UP","72580818P","66 E RANDOLPH ST FL 1ST",,"CHICAGO","IL","60601","15564330",,
"DFSS-CORP-YS-CB:","264074","0","1234841","DELEGATE AGENCY","2024-03-01T00:00:00.000","2024-09-30T00:00:00.000","2024-05-07T00:00:00.000","DEPT OF FAMILY AND SUPPORT SERVICES","FAMILY MATTERS, INC.","91726460H","7731 N MARSHFIELD AVENUE EFT",,"CHICAGO","IL","60626","30912",,
"DFSS-CORP-YS-CB:","264078","0","1234841","DELEGATE AGENCY","2024-03-01T00:00:00.000","2024-09-30T00:00:00.000","2024-05-07T00:00:00.000","DEPT OF FAMILY AND SUPPORT SERVICES","YOUNG MEN'S CHRISTIAN ASSOCIATION OF CHICAGO","100038336P","801 N DEARBORN ST",,"CHICAGO","IL","60610","123648",,
"DFSS-CRPB-HL-SIH:","240024","1","1266063","DELEGATE AGENCY","2023-05-01T00:00:00.000","2025-12-31T00:00:00.000","2024-05-07T00:00:00.000","DEPT OF FAMILY AND SUPPORT SERVICES","ILLINOIS.FACILITIES FUND","31316368M","1 N LA SALLE ST STE 700  EFT","STE 431","CHICAGO","IL","60606","1350000",,
"DFSS-CORP-YS-SYEP:","264304","0","1235846","DELEGATE AGENCY","2024-03-01T00:00:00.000","2024-09-30T00:00:00.000","2024-05-07T00:00:00.000","DEPT OF FAMILY AND SUPPORT SERVICES","YOUTH OUTREACH SERVICES, INC.","43903980X","Accounts Payable","2411 W CONGRESS PKWY","CHICAGO","IL","60612","852840",,
"DFSS-IDOA-SS-CF:","266915","0","1236582","DELEGATE AGENCY","2024-05-01T00:00:00.000","2024-09-30T00:00:00.000","2024-05-07T00:00:00.000","DEPT OF FAMILY AND SUPPORT SERVICES","ALLIANCE REHAB, INC.","31326824M","2803 BUTTERFIELD RD STE 200",,"OAK BROOK","IL","60523","1900000",,
"DFSS-CORP-YS-SYEP:","264298","0","1235846","DELEGATE AGENCY","2024-03-01T00:00:00.000","2024-09-30T00:00:00.000","2024-05-07T00:00:00.000","DEPT OF FAMILY AND SUPPORT SERVICES","Community Education Network DBA It Takes a Village Family of Schools","54766027","800 SOUTH WELLS STREET","SUITE  #200","CHICAGO","IL","60607","213210",,
"DFSS-CORP-YS-SYEP:","264312","0","1235846","DELEGATE AGENCY","2024-03-01T00:00:00.000","2024-09-30T00:00:00.000","2024-05-07T00:00:00.000","DEPT OF FAMILY AND SUPPORT SERVICES","CHILDREN'S HOME & AID SOCIETY OF ILLINOIS","93427732E","125 S WACKER DR FL 14TH  EFT",,"CHICAGO","IL","60606-4475","213210",,
"DFSS-CORP-YS-CB:","264066","0","1234841","DELEGATE AGENCY","2024-03-01T00:00:00.000","2024-09-30T00:00:00.000","2024-05-07T00:00:00.000","DEPT OF FAMILY AND SUPPORT SERVICES","CENTERS FOR NEW HORIZONS 01","15427701H","4150 S KING DRIVE EFT",,"CHICAGO","IL","60653","61824",,
"DFSS-CORP-YS-SYEP:","264311","0","1235846","DELEGATE AGENCY","2024-03-01T00:00:00.000","2024-09-30T00:00:00.000","2024-05-07T00:00:00.000","DEPT OF FAMILY AND SUPPORT SERVICES","CENTRAL STATES SER, JOBS FOR PROGRESS, INC.","95146946X","3948 W 26TH ST",,"CHICAGO","IL","60623","852840",,
"DFSS-CORP-YS-SYEP:","264310","0","1235846","DELEGATE AGENCY","2024-03-01T00:00:00.000","2024-09-30T00:00:00.000","2024-05-07T00:00:00.000","DEPT OF FAMILY AND SUPPORT SERVICES","ASPIRA, INC. OF ILLINOIS","40445015H","2415 N MILWAUKEE AVE FL 1-3",,"CHICAGO","IL","60647","1066050",,
"DFSS-CORP-YS-SYEP:","264302","0","1235846","DELEGATE AGENCY","2024-03-01T00:00:00.000","2024-09-30T00:00:00.000","2024-05-07T00:00:00.000","DEPT OF FAMILY AND SUPPORT SERVICES","UCAN (ULRICH CHILDRENS ADVANTAGE NETWORK)","93262454H","3737 N MOZART ST",,"CHICAGO","IL","60618","1066050",,
"COMMISSION FOR ARTWORK,  WHITNEY YOUNG HS","241647","1","1281030","COMPTROLLER-OTHER","2023-07-24T00:00:00.000","2024-12-31T00:00:00.000","2024-05-07T00:00:00.000","DEPARTMENT OF CULTURAL AFFAIRS AND SPECIAL EVENTS","STERLING PRICE","105466456H","7207 S ST LAWRENCE AVE",,"CHICAGO","IL","60615","3000",,
"GRANT AGREEMENT, CHICAGO CONVENTION AND TOURISM BUREAU DBA CHOOSE CHICAGO","266728","1","1297096","COMPTROLLER-OTHER","2024-01-01T00:00:00.000","2025-03-31T00:00:00.000","2024-05-07T00:00:00.000","DEPARTMENT OF CULTURAL AFFAIRS AND SPECIAL EVENTS","CHICAGO CONVENTION & TOURISM BUREAU, INC.","14253061H","2301 S LAKE SHORE DR","2301 S LAKE SHORE DR","CHICAGO","IL","60616","175000",,
"DFSS-CORP-YS-SYEP:","264317","0","1235846","DELEGATE AGENCY","2024-03-01T00:00:00.000","2024-09-30T00:00:00.000","2024-05-07T00:00:00.000","DEPT OF FAMILY AND SUPPORT SERVICES","K.L.E.O. COMMUNITY FAMILY LIFE CENTER","75317018T","119 E GARFIELD BLVD FL 1ST",,"CHICAGO","IL","60637","852840",,
"DFSS-CORP-YS-CB:","264341","0","1234841","DELEGATE AGENCY","2024-03-01T00:00:00.000","2024-09-30T00:00:00.000","2024-05-07T00:00:00.000","DEPT OF FAMILY AND SUPPORT SERVICES","PHALANX FAMILY SERVICES","85554962P","4628 W WASHINGTON BLVD",,"CHICAGO","IL","60644","123648",,
"DFSS-CORP-YS-SYEP:","264329","0","1235846","DELEGATE AGENCY","2024-03-01T00:00:00.000","2024-09-30T00:00:00.000","2024-05-07T00:00:00.000","DEPT OF FAMILY AND SUPPORT SERVICES","UNIVERSITY OF CHICAGO 03","102573261E","6054 S DREXEL AVE",,"CHICAGO","IL","60637","319815",,
"BACP-CORP-NBDC:","269052","0","1258323","DELEGATE AGENCY",,,"2024-05-07T00:00:00.000","DEPT OF BUSINESS AFFAIRS & CONSUMER PROTECTION","ROGERS PARK BUSINESS ALLIANCE","95196348A","1448 W MORSE AVE",,"CHICAGO","IL","60626","55000",,
"DFSS-CORP-YS-SYEP:","264296","0","1235846","DELEGATE AGENCY","2024-03-01T00:00:00.000","2024-09-30T00:00:00.000","2024-05-07T00:00:00.000","DEPT OF FAMILY AND SUPPORT SERVICES","CHICAGO-LAWNDALE AMACHI MENTORING PROGRAM (LAMP)","94732672P","3508 W OGDEN AVE",,"CHICAGO","IL","60623","213210",,
"CDPH-RW-PA: ESS-CDC P0 110208 SOUTH SIDE HELP CENTER","269154","0","1095441","DELEGATE AGENCY",,,"2024-05-07T00:00:00.000","DEPARTMENT OF HEALTH","SOUTH SIDE HELP CENTER 01","98146481X","10420 S HALSTED ST",,"CHICAGO","IL","60628","38897",,
"DFSS-CORP-YS-SYEP:","264326","0","1235846","DELEGATE AGENCY","2024-03-01T00:00:00.000","2024-09-30T00:00:00.000","2024-05-07T00:00:00.000","DEPT OF FAMILY AND SUPPORT SERVICES","YOUTH ADVOCATE PROGRAM INC.","94198071L","2007 N 3RD ST",,"HARRISBURG","PA","17108","1812285",,
"BACP-CORP-NBDC:","269058","0","1208049","DELEGATE AGENCY",,,"2024-05-07T00:00:00.000","DEPT OF BUSINESS AFFAIRS & CONSUMER PROTECTION","QUAD COMMUNITIES DVLPMNT CORP NFP","102609541V","4210 S BERKELEY AVE",,"CHICAGO","IL","60653","85000",,
"DFSS-CORP-YS-SYEP:","264300","0","1235846","DELEGATE AGENCY","2024-03-01T00:00:00.000","2024-09-30T00:00:00.000","2024-05-07T00:00:00.000","DEPT OF FAMILY AND SUPPORT SERVICES","CATHOLIC BISHOP OF CHICAGO - ST. SABINA CHURCH","102489050V","ST. PIUS V PARISH/HOPE","1919 S ASHLAND AVE","CHICAGO","IL","60608","852840",,
"DFSS-CORP-YS-SYEP:","264299","0","1235846","DELEGATE AGENCY","2024-03-01T00:00:00.000","2024-09-30T00:00:00.000","2024-05-07T00:00:00.000","DEPT OF FAMILY AND SUPPORT SERVICES","SOUTH SHORE DRILL TEAM & PERFORMING ARTS ENSEMBLE|CLEANED-UP","93360981X","7218 S SOUTH CHICAGO AVENUE EFT",,"CHICAGO","IL","60619","213210",,
"DFSS-CORP-YS-SYEP:","264307","0","1235846","DELEGATE AGENCY","2024-03-01T00:00:00.000","2024-09-30T00:00:00.000","2024-05-07T00:00:00.000","DEPT OF FAMILY AND SUPPORT SERVICES","WESTSIDE HEALTH AUTHORITY","22686520T","ATTN: BUSINESS OFFICE/J. REED","5417 W DIVISION STREET EFT","CHICAGO","IL","60651","852840",,
"CDPH-SUBST ABU: PO 259503 Community Counseling Centers of Chicago - Harm Reduction Services - OD2A","269156","0","1278969","DELEGATE AGENCY",,,"2024-05-07T00:00:00.000","DEPARTMENT OF HEALTH","COMMUNITY COUNSELING CENTERS OF CHICAGO","22196631X","5710 N BROADWAY",,"CHICAGO","IL","60660","75000",,
"INTERGOVERNMENTAL GRANT AGREEMENT, NIGHTS OUT IN THE PARK","269138","0","1298526","COMPTROLLER-OTHER","2024-03-22T00:00:00.000","2024-12-31T00:00:00.000","2024-05-07T00:00:00.000","DEPARTMENT OF CULTURAL AFFAIRS AND SPECIAL EVENTS","CHICAGO PARK DISTRICT","87834406A","541 N FAIRBANKS COURT EFT",,"CHICAGO","IL","60611","785000",,
"DFSS-CORP-YS-SYEP:","264294","0","1235846","DELEGATE AGENCY","2024-03-01T00:00:00.000","2024-09-30T00:00:00.000","2024-05-07T00:00:00.000","DEPT OF FAMILY AND SUPPORT SERVICES","ALTERNATIVES INC.","3714241V","4730 N SHERIDAN RD",,"CHICAGO","IL","60640","213210",,
"DFSS-CORP-YS-SYEP:","264321","0","1235846","DELEGATE AGENCY","2024-03-01T00:00:00.000","2024-09-30T00:00:00.000","2024-05-07T00:00:00.000","DEPT OF FAMILY AND SUPPORT SERVICES","OPTIONS FOR YOUTH","105474751V","1525 E 53RD ST",,"CHICAGO","IL","60615","319815",,
"DFSS-CORP-IDHS-DV-DVH:","269002","0","1266318","DELEGATE AGENCY",,,"2024-05-06T00:00:00.000","DEPT OF FAMILY AND SUPPORT SERVICES","NETWORK ADVOCATING AGAINST DOMESTIC VIOLENCE","105462897V","WOMENS NETWORK      (EFT)","1 E WACKER DR STE 1630","CHICAGO","IL","60601","357000",,
"BACP-CORP-NBDC:","147127","3","1208049","DELEGATE AGENCY","2021-01-01T00:00:00.000","2024-12-31T00:00:00.000","2024-05-06T00:00:00.000","DEPT OF BUSINESS AFFAIRS & CONSUMER PROTECTION","QUAD COMMUNITIES DVLPMNT CORP NFP","102609541V","4210 S BERKELEY AVE",,"CHICAGO","IL","60653","85000","RFP",
"DFSS-CORP-YS-MENT:","268952","0","1247493","DELEGATE AGENCY",,,"2024-05-06T00:00:00.000","DEPT OF FAMILY AND SUPPORT SERVICES","FAMILY MATTERS, INC.","91726460H","7731 N MARSHFIELD AVENUE EFT",,"CHICAGO","IL","60626","69000",,
"DFSS-ESG-HL-ESH:","268951","0","1235949","DELEGATE AGENCY",,,"2024-05-06T00:00:00.000","DEPT OF FAMILY AND SUPPORT SERVICES","BOULEVARD OF CHICAGO INC","97791865E","3456 W FRANKLIN BOULEVARD EFT",,"CHICAGO","IL","60624","320480",,
"DFSS-CORP-HL-ESH:","268934","0","1235949","DELEGATE AGENCY",,,"2024-05-06T00:00:00.000","DEPT OF FAMILY AND SUPPORT SERVICES","NEOPOLITAN LIGHTHOUSE C/O","22388968L","PO BOX 24709",,"CHICAGO","IL","60624","80750",,
"DFSS-CORP-CS-SS:","268929","0","1279606","DELEGATE AGENCY",,,"2024-05-06T00:00:00.000","DEPT OF FAMILY AND SUPPORT SERVICES","SGA YOUTH & FAMILY SERVICES, NFP|CLEANED-UP","90455112P","11 E ADAMS STREET EFT",,"CHICAGO","IL","60603","51242",,
"DFSS-CORP-CS-SS:","268933","0","1266250","DELEGATE AGENCY",,,"2024-05-06T00:00:00.000","DEPT OF FAMILY AND SUPPORT SERVICES","CLARIDIGM INC","105454678P","332 S MICHIGAN AVE",,"CHICAGO","IL","60604-4434","221818",,
"CDPH-MNTL-HLTH: PO 192912 Saint Anthony Hospital","218827","4","1242730","DELEGATE AGENCY",,,"2024-05-06T00:00:00.000","DEPARTMENT OF HEALTH","ST ANTHONY HOSPITAL","90197670M","135 S LA SALLE ST",,"CHICAGO","IL","60603","-9932.1",,
"FLEET WASHING SERVICES- CITY OF CHICAGO","45947","4","128650","WORK SERVICES / FACILITIES MAINT.","2016-11-08T00:00:00.000","2025-05-06T00:00:00.000","2024-05-06T00:00:00.000","DEPT OF FLEET AND FACILITY MANAGEMENT","P.W.S. ENVIRONMENTAL, INC.","93713602L","1615 S 55TH AVENUE EPAY",,"CICERO","IL","60804","225000","BID",
"DFSS-CORP-CS-SS:","268931","0","1279844","DELEGATE AGENCY",,,"2024-05-06T00:00:00.000","DEPT OF FAMILY AND SUPPORT SERVICES","VERA CREATIVE, INC.","105467483V","1400 N HALSTED ST",,"CHICAGO","IL","60642","948890",,
"CDPH-IMMNZTN: PO 184339 EVERTHRIVE ILLINOIS","249183","1","1230044","DELEGATE AGENCY",,,"2024-05-06T00:00:00.000","DEPARTMENT OF HEALTH","EVERTHRIVE ILLINOIS","102705085X","1006 S MICHIGAN AVE STE 200",,"CHICAGO","IL","60605","49999",,
"DFSS-ECBG-CS-SS:","268940","0","1221366","DELEGATE AGENCY",,,"2024-05-06T00:00:00.000","DEPT OF FAMILY AND SUPPORT SERVICES","NATIONAL LOUIS UNIVERSITY","94382376L","6200 CAPITOL DR",,"WHEELING","IL","60090","226800",,
"DFSS-IDHS-HL-ESH:","265596","0","1234607","DELEGATE AGENCY","2024-01-01T00:00:00.000","2024-05-30T00:00:00.000","2024-05-06T00:00:00.000","DEPT OF FAMILY AND SUPPORT SERVICES","Equitable Social Solutions, LLC","10586808","9200 Shelbyville Road, Suite 210",,"Louisville","KY","40222","9360589",,
"CDPH-FMLYCNNCTS: PO 196461 EverThrive Illinois","196461","4","1244988","DELEGATE AGENCY","2022-07-01T00:00:00.000","2024-12-31T00:00:00.000","2024-05-06T00:00:00.000","DEPARTMENT OF HEALTH","EVERTHRIVE ILLINOIS","102705085X","1006 S MICHIGAN AVE STE 200",,"CHICAGO","IL","60605","450000","RFP",
"DFSS-CORP-YS-MENT:","268936","0","1248935","DELEGATE AGENCY",,,"2024-05-06T00:00:00.000","DEPT OF FAMILY AND SUPPORT SERVICES","COMMUNITY DEVELOPMENT INSTITUTE","102700625H","7836 S UNION AVE",,"CHICAGO","IL","60620","34500",,
"CDPH-MNTL-HLTH: PO 173602 ERIE NEIGHBORHOOD HOUSE -CDBG CARES","220063","4","1207793","DELEGATE AGENCY",,,"2024-05-06T00:00:00.000","DEPARTMENT OF HEALTH","ERIE NEIGHBORHOOD HOUSE","9137861Z","1347 W ERIE ST",,"CHICAGO","IL","60622","-13387.9",,
"DPD-CORP-LIRI:","268946","0","1223899","DELEGATE AGENCY",,,"2024-05-06T00:00:00.000","DEPT OF PLANNING & DEVELOPMENT","GREATER S.W. DEVELOPMENT CORP.","15055418E","2601 W 63RD STREET EFT ST",,"CHICAGO","IL","60629","83637",,
"DFSS-CORP-YS-MENT:","268935","0","1248935","DELEGATE AGENCY",,,"2024-05-06T00:00:00.000","DEPT OF FAMILY AND SUPPORT SERVICES","A KNOCK AT MIDNIGHT, NFP","28976533T","400 W 76TH STREET EFT ST","STE 202","CHICAGO","IL","60620","34500",,
"DFSS-ECBG-CS-SS:","268944","0","1070196","DELEGATE AGENCY",,,"2024-05-06T00:00:00.000","DEPT OF FAMILY AND SUPPORT SERVICES","CLARIDIGM INC","105454678P","332 S MICHIGAN AVE",,"CHICAGO","IL","60604-4434","190387",,
"DFSS-CORP-CS-SS:","268930","0","1266305","DELEGATE AGENCY",,,"2024-05-06T00:00:00.000","DEPT OF FAMILY AND SUPPORT SERVICES","VERA CREATIVE, INC.","105467483V","1400 N HALSTED ST",,"CHICAGO","IL","60642","300367",,
"DFSS-ECBG-CS-SS:","268942","0","1221366","DELEGATE AGENCY",,,"2024-05-06T00:00:00.000","DEPT OF FAMILY AND SUPPORT SERVICES","NATIONAL LOUIS UNIVERSITY","94382376L","6200 CAPITOL DR",,"WHEELING","IL","60090","108000",,
"DFSS-IDHS-HL-INTHS:","267730","0","1235949","DELEGATE AGENCY",,,"2024-05-06T00:00:00.000","DEPT OF FAMILY AND SUPPORT SERVICES","ST. LEONARD'S MINISTRIES|CLEANED-UP","33705654T","2100 W WARREN BOULEVARD EFT",,"CHICAGO","IL","60612","43800",,
"DFSS-CORP-YS-MENT:","268955","0","1248935","DELEGATE AGENCY",,,"2024-05-06T00:00:00.000","DEPT OF FAMILY AND SUPPORT SERVICES","UNIVERSIDAD POPULAR/CENTRO LAT","93332351Z","2801 S HAMLIN AVENUE EFT",,"CHICAGO","IL","60623","34500",,
"DFSS-CORP-YS-MENT:","268953","0","1235861","DELEGATE AGENCY",,,"2024-05-06T00:00:00.000","DEPT OF FAMILY AND SUPPORT SERVICES","CENTRAL STATES SER, JOBS FOR PROGRESS, INC.","95146946X","3948 W 26TH ST",,"CHICAGO","IL","60623","69000",,
"CDPH-PRTCT-CHCG: PO 247427 SOUTHWEST ORGANIZING PROJECT","247427","0","1222613","DELEGATE AGENCY","2023-11-01T00:00:00.000","2024-12-31T00:00:00.000","2024-05-06T00:00:00.000","DEPARTMENT OF HEALTH","SOUTHWEST ORGANIZING PROJECT","95365583L","2558 W 63RD ST",,"CHICAGO","IL","60629","100000","RFP",
"DFSS-ECBG-CS-SS:","268943","0","1070196","DELEGATE AGENCY",,,"2024-05-06T00:00:00.000","DEPT OF FAMILY AND SUPPORT SERVICES","CLARIDIGM INC","105454678P","332 S MICHIGAN AVE",,"CHICAGO","IL","60604-4434","77764",,
"DFSS-CORP-HL-ESH:","268950","0","1235949","DELEGATE AGENCY",,,"2024-05-06T00:00:00.000","DEPT OF FAMILY AND SUPPORT SERVICES","NEOPOLITAN LIGHTHOUSE C/O","22388968L","PO BOX 24709",,"CHICAGO","IL","60624","120000",,
"DFSS-ECBG-CS-SS:","268941","0","1279844","DELEGATE AGENCY",,,"2024-05-06T00:00:00.000","DEPT OF FAMILY AND SUPPORT SERVICES","VERA CREATIVE, INC.","105467483V","1400 N HALSTED ST",,"CHICAGO","IL","60642","185480",,
"DFSS-CORP-HL-PBTH:","268932","0","1236413","DELEGATE AGENCY",,,"2024-05-06T00:00:00.000","DEPT OF FAMILY AND SUPPORT SERVICES","KIDS ABOVE ALL ILLINOIS","105478810V","8765 W HIGGINS ROAD EFT",,"CHICAGO","IL","60631","100000",,
"DFSS-ECBG-CS-SS:","268939","0","1279844","DELEGATE AGENCY",,,"2024-05-06T00:00:00.000","DEPT OF FAMILY AND SUPPORT SERVICES","VERA CREATIVE, INC.","105467483V","1400 N HALSTED ST",,"CHICAGO","IL","60642","46370",,
"DPD-CORP-LIRI:","268947","0","1223899","DELEGATE AGENCY",,,"2024-05-06T00:00:00.000","DEPT OF PLANNING & DEVELOPMENT","GREATER NW CHICAGO DEV. CORP","102543017H","4506 W FULLERTON AVE",,"CHICAGO","IL","60639","108210",,
"DFSS-CORP-HL-PSH:","268954","0","1221503","DELEGATE AGENCY",,,"2024-05-06T00:00:00.000","DEPT OF FAMILY AND SUPPORT SERVICES","THRESHOLDS","93347425L","4101 N RAVENSWOOD AVENUE EFT",,"CHICAGO","IL","60613","100000",,
"BACP-070-ARP:","248858","0","1278156","DELEGATE AGENCY","2024-01-01T00:00:00.000","2024-12-31T00:00:00.000","2024-05-03T00:00:00.000","DEPT OF BUSINESS AFFAIRS & CONSUMER PROTECTION","GREATER CHATHAM INITIATIVE","102701968X","P.O. Box 19217","7822 S DOBSON AVE","CHICAGO","IL","60619","350000","RFP",
"934475: 84th STREET MWRD CONNECTION SEWER IMPROVEMENT PROJECT","149676","3","934475","CONSTRUCTION-LARGE $3MILLIONorABOVE",,,"2024-05-03T00:00:00.000","DEPARTMENT OF WATER MANAGEMENT","PAN-OCEANIC ENGINEERING CO INC","95584874P","6436 W HIGGINS AVENUE EFT",,"CHICAGO","IL","60656","50000","BID",
"DFSS-CORP-HL-PSH:","268864","0","1221503","DELEGATE AGENCY",,,"2024-05-03T00:00:00.000","DEPT OF FAMILY AND SUPPORT SERVICES","INNER VOICE INC.","6231926M","1621 W WALNUT ST FL 1ST",,"CHICAGO","IL","60612","112500",,
"Lease","268835","0","1298317","PROPERTY LEASE",,,"2024-05-03T00:00:00.000",,"BCSP 231 PROPERTY LLC","102630439V","231 S LA SALLE ST STE 625",,"CHICAGO","IL","60604","97648.4",,
"Oracle Software iProcurement license renewal - Quote 5215026","265437","0","450998","SOFTWARE",,,"2024-05-03T00:00:00.000","DEPT OF TECHNOLOGY & INNOVATION","DLT SOLUTIONS LLC","102509442P","ACCOUNT NUMBER:  #4451063799","PO BOX 743359","ATLANTA","GA","30374-3359","945024","JOINT PURCHASE",
"DFSS-CORP-IDHS-DV-DVH:","268865","0","1266318","DELEGATE AGENCY",,,"2024-05-03T00:00:00.000","DEPT OF FAMILY AND SUPPORT SERVICES","NETWORK ADVOCATING AGAINST DOMESTIC VIOLENCE","105462897V","WOMENS NETWORK      (EFT)","1 E WACKER DR STE 1630","CHICAGO","IL","60601","257600",,
"1235724: 111th Street: Homan Avenue to Sacramento Avenue (SBI-1) (eProcurement)","204561","5","1235724","CONSTRUCTION-LARGE $3MILLIONorABOVE",,,"2024-05-03T00:00:00.000","CHICAGO DEPARTMENT OF TRANSPORTATION","SUMIT CONSTRUCTION CO., INC.","21973746A","4150 W WRIGHTWOOD AVE FL 1ST",,"CHICAGO","IL","60639","13000","BID",
"TARGET MARKET PLANNING NOW MASTER CONSULTING AGREEMENT- CATEGORY: 3: PREPARE FOR AND MANAGE DEVELOPMENT PROJECTS","37747","5","131664","PRO SERV CONSULTING $250,000orABOVE","2016-10-11T00:00:00.000","2025-03-05T00:00:00.000","2024-05-03T00:00:00.000","DEPT OF PLANNING & DEVELOPMENT","R.M. CHIN & ASSOCIATES INC.","74354615P","500 W 18TH ST # 200",,"CHICAGO","IL","60616","0","MASTER AGREEMENT",
"DFSS-CORP-HL-ESH:","268863","0","1235949","DELEGATE AGENCY",,,"2024-05-03T00:00:00.000","DEPT OF FAMILY AND SUPPORT SERVICES","INNER VOICE INC.","6231926M","1621 W WALNUT ST FL 1ST",,"CHICAGO","IL","60612","33980",,
"Garfield Ridge Sewer Improvement Project","149921","10","934470","CONSTRUCTION-LARGE $3MILLIONorABOVE",,,"2024-05-03T00:00:00.000","DEPARTMENT OF WATER MANAGEMENT","M.Q. SEWER & WATER CONTRACTORS","93441615E","C. D/B/A MQ CONSTRUCTION CO","4323 N CENTRAL AVE","CHICAGO","IL","60634","8700","BID",
"WPA Streets Infiltration Project","108016","6","688124A","CONSTRUCTION-LARGE $3MILLIONorABOVE",,,"2024-05-03T00:00:00.000","DEPARTMENT OF WATER MANAGEMENT","CAPITOL CEMENT CO INC","15244443L","6231-6233 N PULASKI RD",,"CHICAGO","IL","60646","0","BID",
"Oracle WebCenter Portal license renewal; Database Enterprise Edition license renewal. DLT Software License Renewal Quote 5224101.","265590","0","450998","SOFTWARE",,,"2024-05-03T00:00:00.000","DEPT OF TECHNOLOGY & INNOVATION","DLT SOLUTIONS LLC","102509442P","ACCOUNT NUMBER:  #4451063799","PO BOX 743359","ATLANTA","GA","30374-3359","203418.8","JOINT PURCHASE",
"DLT Quote #5206312 for annual renewal. Oracle BEA Weblogic Sofware License Renewals.","266668","0","450998","SOFTWARE",,,"2024-05-03T00:00:00.000","DEPT OF TECHNOLOGY & INNOVATION","DLT SOLUTIONS LLC","102509442P","ACCOUNT NUMBER:  #4451063799","PO BOX 743359","ATLANTA","GA","30374-3359","971226","JOINT PURCHASE",
"Oracle Hardware Maintenance and Support Renewal DLT Quote 5219288","266213","0","450998","SOFTWARE",,,"2024-05-03T00:00:00.000","DEPT OF TECHNOLOGY & INNOVATION","DLT SOLUTIONS LLC","102509442P","ACCOUNT NUMBER:  #4451063799","PO BOX 743359","ATLANTA","GA","30374-3359","174389","JOINT PURCHASE",
"1182986:  GRAND AVENUE 
IMPROVEMENTS - SECTION VI (W. Grand Ave. from W. Chicago Ave. to N. Damen Ave.)","153526","48","1182986","CONSTRUCTION-LARGE $3MILLIONorABOVE",,,"2024-05-03T00:00:00.000","CHICAGO DEPARTMENT OF TRANSPORTATION","PAN-OCEANIC ENGINEERING CO INC","95584874P","6436 W HIGGINS AVENUE EFT",,"CHICAGO","IL","60656","133328.2","BID",
"PARKING ENFORCEMENT SERVICES","157471","2","562237","PRO SERV CONSULTING $250,000orABOVE","2019-10-01T00:00:00.000","2025-09-30T00:00:00.000","2024-05-03T00:00:00.000","DEPARTMENT OF REVENUE","LAZ PARKING MIDWEST LLC","105473023M","MILLENNIUM GARAGE","15 LEWIS ST","HARTFORD","CT",,"0","RFP",
"Oracle Exadata Hardware - Annual Maintenance Renewal Quote 5199136","265816","0","450998","SOFTWARE",,,"2024-05-03T00:00:00.000","DEPT OF TECHNOLOGY & INNOVATION","DLT SOLUTIONS LLC","102509442P","ACCOUNT NUMBER:  #4451063799","PO BOX 743359","ATLANTA","GA","30374-3359","1105855.6","JOINT PURCHASE",
"BACP-070-ARP","251254","0","1279588","DELEGATE AGENCY",,,"2024-05-03T00:00:00.000","DEPT OF BUSINESS AFFAIRS & CONSUMER PROTECTION","FAR SOUTH COMMUNITY DEVELOPMENT CORPORATION","104099185M","9923 S HALSTED ST STE D",,"CHICAGO","IL","60628","165043","RFP",
"TARGET MARKET PlANNING NOW MASTER CONSULTING AGREEMENT- CATEGORY 1: PREPARE URBAN PLANS AND CATEGORY 4: ASSIST WITH DEVELOPMENT OF SUSTAINABILITY AND RESILIENCY PLANS","37749","5","131664","PRO SERV CONSULTING $250,000orABOVE","2016-10-24T00:00:00.000","2025-03-05T00:00:00.000","2024-05-02T00:00:00.000","DEPT OF PLANNING & DEVELOPMENT","URBAN WORKS, LIMITED","31320702A","213 W INSTITUTE PL # 710",,"CHICAGO","IL","60610","0","MASTER AGREEMENT",
