"id","permit_","permit_status","permit_milestone","permit_type","review_type","application_start_date","issue_date","processing_time","street_number","street_direction","street_name","work_type","work_description","building_fee_paid","zoning_fee_paid","other_fee_paid","subtotal_paid","building_fee_unpaid","zoning_fee_unpaid","other_fee_unpaid","subtotal_unpaid","building_fee_waived","building_fee_subtotal","zoning_fee_subtotal","other_fee_subtotal","zoning_fee_waived","other_fee_waived","subtotal_waived","total_fee","contact_1_type","contact_1_name","contact_1_city","contact_1_state","contact_1_zipcode","contact_2_type","contact_2_name","contact_2_city","contact_2_state","contact_2_zipcode","contact_3_type","contact_3_name","contact_3_city","contact_3_state","contact_3_zipcode","contact_4_type","contact_4_name","contact_4_city","contact_4_state","contact_4_zipcode","contact_5_type","contact_5_name","contact_5_city","contact_5_state","contact_5_zipcode","contact_6_type","contact_6_name","contact_6_city","contact_6_state","contact_6_zipcode","contact_7_type","contact_7_name","contact_7_city","contact_7_state","contact_7_zipcode","contact_8_type","contact_8_name","contact_8_city","contact_8_state","contact_8_zipcode","contact_9_type","contact_9_name","contact_9_city","contact_9_state","contact_9_zipcode","contact_10_type","contact_10_name","contact_10_city","contact_10_state","contact_10_zipcode","contact_11_type","contact_11_name","contact_11_city","contact_11_state","contact_11_zipcode","contact_12_type","contact_12_name","contact_12_city","contact_12_state","contact_12_zipcode","contact_13_type","contact_13_name","contact_13_city","contact_13_state","contact_13_zipcode","contact_14_type","contact_14_name","contact_14_city","contact_14_state","contact_14_zipcode","contact_15_type","contact_15_name","contact_15_city","contact_15_state","contact_15_zipcode","reported_cost","pin_list","pin1","pin2","pin3","pin4","pin5","pin6","pin7","pin8","pin9","pin10","community_area","census_tract","ward","xcoordinate","ycoordinate","latitude","longitude","location"
"2952201","100768727",,,"PERMIT - ELECTRIC WIRING","EASY PERMIT WEB","2018-06-20T00:00:00.000","2018-06-20T00:00:00.000","0","150","N","RIVERSIDE PLZ",,"VOICE AND DATA CABLING FOR CALZADA CAPITAL AT 150 N. RIVERSIDE PLAZA CHICAGO","75","0","0","75","0","0","0","0","0","75","0","0","0","0","0","75","CONTRACTOR-ELECTRICAL","MARON ELECTRIC COMPANY","SKOKIE","IL","60077-3211",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8000",,,,,,,,,,,,"28","2801","42",,,,,
"3060308","100834888",,,"PERMIT - ELECTRIC WIRING","EASY PERMIT WEB","2019-08-08T00:00:00.000","2019-08-08T00:00:00.000","0","2324","N","FREMONT ST",,"JULY, AUGUST AND SEPTEMBER MAINTENANCE","75","0","0","75","0","0","0","0","0","75","0","0","0","0","0","75","CONTRACTOR-ELECTRICAL","DEPAUL UNIVERSITY","CHICAGO","IL","60614-",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1",,,,,,,,,,,,"7","711","43",,,,,
"2976014","100783199",,,"PERMIT - ELECTRIC WIRING","EASY PERMIT WEB","2018-09-14T00:00:00.000","2018-09-18T00:00:00.000","4","2233","N","KENMORE AVE",,"OCTOBER, NOVEMBER AND DECEMBER MAINTENANCE","75","0","0","75","0","0","0","0","0","75","0","0","0","0","0","75","CONTRACTOR-ELECTRICAL","DEPAUL UNIVERSITY","CHICAGO","IL","60614-",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1",,,,,,,,,,,,"7","71000","43","1168965.3178496854","1915157.8810745182",,,
"3003619","100800492",,,"PERMIT - ELECTRIC WIRING","EASY PERMIT WEB","2019-01-11T00:00:00.000","2019-01-11T00:00:00.000","0","10000","W","OHARE ST",,"MAINTENANCE FOR ORD AIRPORT SECURITY SYSTEMS","75","0","0","75","0","0","0","0","0","75","0","0","0","0","0","75","CONTRACTOR-ELECTRICAL","SDI PRESENCE LLC","CHICAGO","IL","60601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1500",,,,,,,,,,,,"76","980000","41",,,,,
"1967788","100261817",,,"PERMIT - ELECTRIC WIRING","EASY PERMIT WEB","2008-10-09T00:00:00.000","2008-10-16T00:00:00.000","7","1632","W","WRIGHTWOOD AVE",,"TEMPORARY LIGHTING FOR CHRISTMAS TREE SALE","50","0","0","50","0","0","0","0","0","50","0","0","0","0","0","50","CONTRACTOR-ELECTRICAL","GAJIC ENGINEERING COMPANY","CHICAGO","IL","60641-",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"500",,,,,,,,,,,,"7","707","32",,,,,
"3010333","100804156",,,"PERMIT - ELECTRIC WIRING","EASY PERMIT WEB","2019-02-09T00:00:00.000","2019-02-09T00:00:00.000","0","905","W","EASTMAN ST",,"INSTALL EAS SYSTEM AT ENTRANCE DOORS","75","0","0","75","0","0","0","0","0","75","0","0","0","0","0","75","CONTRACTOR-ELECTRICAL","ADVANCED WIRING SOLUTIONS","ALSIP","IL","60803",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3200",,,,,,,,,,,,"8","8422","27",,,,,
"3021066","100810601",,,"PERMIT - ELECTRIC WIRING","EASY PERMIT WEB","2019-03-22T00:00:00.000","2019-03-22T00:00:00.000","0","150","N","RIVERSIDE PLZ",,"SECURITY SYSTEM WORK (PRICE FX) (13-5376)","75","0","0","75","0","0","0","0","0","75","0","0","0","0","0","75","CONTRACTOR-ELECTRICAL","ADVENT SYSTEMS, INC.",,"IL","60126-",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2841",,,,,,,,,,,,"28","2801","42",,,,,
"1635005","100084947",,,"PERMIT - ELECTRIC WIRING","EASY PERMIT WEB","2006-02-28T00:00:00.000","2007-10-16T00:00:00.000","595","12900","S","METRON DR",,"NOVEMBER MAINTENANCE","40","0","0","40","0","0","0","0","0","40","0","0","0","0","0","40","CONTRACTOR-ELECTRICAL","ELECTRICAL APPLICATIONS INC.","EVERGREEN PARK","IL","60805-",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"120",,,,,,,,,,,,,,,,,,,
"3048220","100827672",,,"PERMIT - ELECTRIC WIRING","FIRE PROTECTION SYSTEM","2019-07-02T00:00:00.000","2019-07-02T00:00:00.000","0","150","N","RIVERSIDE PLZ",,"INSTALLATION OF MAG.LOCKS PER SECT.#13-160-269 ON 41ST FL (P). CK#118909;$750.00.","75","0","0","75","0","0","0","0","0","75","0","0","0","0","0","75",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,,,,,,,,,"28","2801","42",,,,,
"3084550","100849542",,,"PERMIT - ELECTRIC WIRING","EASY PERMIT WEB","2019-11-06T00:00:00.000","2019-11-06T00:00:00.000","0","6088","N","NORTHWEST HWY",,"INSTALLATION OF A LOW VOLTAGE CARD ACCESS","75","0","0","75","0","0","0","0","0","75","0","0","0","0","0","75","CONTRACTOR-ELECTRICAL","FOREST SECURITY,INC.","RIVER GROVE","IL","60171",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2095",,,,,,,,,,,,"10","100200","41","1129597.620507189","1940124.9532370367",,,
"3144328","100891220",,,"PERMIT - SCAFFOLDING","EASY PERMIT","2020-09-15T00:00:00.000","2020-09-15T00:00:00.000","0","3150","N","LAKE SHORE DR",,"ERECT ONE SCAFFOLD FROM 09/15/2020 TO 09/15/2021.","150","75","0","225","0","0","0","0","0","150","75","0","0","0","0","225",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1",,"14-28-200-004",,,,,,,,,,"6","63200","44","1173387.9961273633","1921111.1814693431",,,
"3279276","100987137",,,"PERMIT - ELECTRIC WIRING","EASY PERMIT WEB","2022-09-02T00:00:00.000","2023-03-24T00:00:00.000","203","10000","N","BESSIE COLEMAN DR",,"MAINTENANCE FOR THE MONTH OF AUGUST 2022","75","0","0","75","0","0","0","0","0","75","0","0","0","0","0","75","CONTRACTOR-ELECTRICAL","BUILDERS CHICAGO CORPORATION","CHICAGO","IL","60018-",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20000",,,,,,,,,,,,"76",,"41",,,,,
"3290373","100994787",,,"PERMIT - ELECTRIC WIRING","EASY PERMIT WEB","2022-11-01T00:00:00.000","2022-11-01T00:00:00.000","0","6714","S","COTTAGE GROVE AVE",,"INSTALL ELEVATOR RECALL DEVICES.","525","0","0","525","0","0","0","0","0","525","0","0","0","0","0","525","CONTRACTOR-ELECTRICAL","FOX VALLEY FIRE & SAFETY","ELGIN","IL","60124",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11413",,"20-22-406-024",,,,,,,,,,"42","421200","20",,,,,
"3312735","101009396",,,"PERMIT - ELECTRIC WIRING","EASY PERMIT WEB","2023-03-17T00:00:00.000","2023-03-17T00:00:00.000","0","2324","N","FREMONT ST",,"APRIL, MAY AND JUNE MAINTENANCE","75","0","0","75","0","0","0","0","0","75","0","0","0","0","0","75","CONTRACTOR-ELECTRICAL","DEPAUL UNIVERSITY","CHICAGO","IL","60614-",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1",,,,,,,,,,,,"7","711","43",,,,,
"3314041","101010298",,,"PERMIT - ELECTRIC WIRING","EASY PERMIT WEB","2023-03-24T00:00:00.000","2023-03-24T00:00:00.000","0","10000","W","OHARE ST",,"REPLACING EXISTING 208V 3 PH 4W 100A PANEL WITH 30 SPACE PANEL","225","0","0","225","0","0","0","0","0","225","0","0","0","0","0","225","CONTRACTOR-ELECTRICAL","GURTZ ELECTRIC COMPANY","ARLINGTON HEIGHTS","IL","60005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"100",,,,,,,,,,,,"76","980000","41",,,,,
"3318430","101013246",,,"PERMIT - ELECTRIC WIRING","EASY PERMIT WEB","2023-04-18T00:00:00.000","2023-04-18T00:00:00.000","0","150","N","RIVERSIDE PLZ",,"SECURITY SYSTEM WORK (LICOLN FINANCIAL BRIVO A/C) (CUSO230412B)","75","0","0","75","0","0","0","0","0","75","0","0","0","0","0","75","CONTRACTOR-ELECTRICAL","ADVENT SYSTEMS LLC DBA","LOMBARD","IL","60148",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1819321",,,,,,,,,,,,"28","2801","42",,,,,
"3325742","101018403",,,"PERMIT - ELECTRIC WIRING","EASY PERMIT WEB","2023-05-26T00:00:00.000","2023-05-30T00:00:00.000","4","2233","N","KENMORE AVE",,"JULY, AUGUST, AND SEPTEMBER MAINTENANCE","75","0","0","75","0","0","0","0","0","75","0","0","0","0","0","75","CONTRACTOR-ELECTRICAL","DEPAUL UNIVERSITY","CHICAGO","IL","60614-",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1",,,,,,,,,,,,"7","71000","43","1168965.3178496854","1915157.8810745182",,,
"3332581","101023269",,,"PERMIT - ELECTRIC WIRING","EASY PERMIT WEB","2023-07-07T00:00:00.000","2023-07-07T00:00:00.000","0","10000","N","BESSIE COLEMAN DR",,"MAINTENANCE FOR THE MONTH OF JUNE 2023","75","0","0","75","0","0","0","0","0","75","0","0","0","0","0","75","CONTRACTOR-ELECTRICAL","BUILDERS CHICAGO CORPORATION","CHICAGO","IL","60018-",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20000",,,,,,,,,,,,"76",,"41",,,,,
"1656415","100098469",,,"PERMIT - ELECTRIC WIRING","EASY PERMIT WEB","2006-02-28T00:00:00.000","2006-03-09T00:00:00.000","9","4100","W","71ST ST",,"INSTALL PANAL, CONTROLS AND TRANSFORMER FOR CHILLED WATER SYSTEM","99","0","0","99","0","0","0","0","0","99","0","0","0","0","0","99","CONTRACTOR-ELECTRICAL","JOHN J. PEMPEK ELEC. CONTR.","PALOS HEIGHTS","IL","60463",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,,,,,,,,,,,,,,,,
"1719988","100135471",,,"PERMIT - ELECTRIC WIRING","EASY PERMIT WEB","2006-09-07T00:00:00.000","2006-09-07T00:00:00.000","0","3321","W","23RD ST",,"SERVICE UP GRADE ONLY 100 AMP 1 METER","40","0","0","40","0","0","0","0","0","40","0","0","0","0","0","40","CONTRACTOR-ELECTRICAL","CLG ELECTRIC","WOODDALE","IL","60191",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10",,,,,,,,,,,,,,,,,,,
"1627116","100080276",,,"PERMIT - ELECTRIC WIRING","EASY PERMIT WEB","2006-03-15T00:00:00.000","2006-03-15T00:00:00.000","0","6437","S","COTTAGE GROVE AVE",,"INSTALL PANELS IN EACH APT.100AMP PANEL FOR A TOTAL OF FOUR AND VIOLATIONS ONLY....","80","0","50","130","0","0","0","0","0","80","0","50","0","0","0","130","CONTRACTOR-ELECTRICAL","AMSUMKENI","HOMEWOOD","IL","60430-",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,"20-23-102-007",,,,,,,,,,,,,,,,,
"1831632","100191420",,,"PERMIT - ELECTRIC WIRING","EASY PERMIT WEB","2007-07-26T00:00:00.000","2007-07-31T00:00:00.000","5","1632","W","WRIGHTWOOD AVE",,"NO FEE PERMIT COUNCIL ORDER. INSTALL 10 DATA DROPS","0","0","0","0","0","0","0","0","120","120","0","0","0","0","120","120","CONTRACTOR-ELECTRICAL","O'DEROL ELECTRIC","AURORA","IL","60504-",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5719",,,,,,,,,,,,,,,,,,,
"1609834","100070411",,,"PERMIT - ELECTRIC WIRING","EASY PERMIT WEB","2005-09-30T00:00:00.000","2007-07-07T00:00:00.000","645","6552","S","COTTAGE GROVE AVE",,"ONE HUNDRED AMPS TEMP SERVICE WITH 3 CICRUIT FOR PARKING POLES ONLY.....","70","0","0","70","0","0","0","0","0","70","0","0","0","0","0","70","CONTRACTOR-ELECTRICAL","CHAVEZ ELECTRIC","CHICAGO","IL","60639-",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,,,,,,,,,,,,,,,,
"1667905","100105465",,,"PERMIT - EASY PERMIT PROCESS","EASY PERMIT","2006-04-04T00:00:00.000","2006-04-04T00:00:00.000","0","2605","N","GREENVIEW AVE",,"REPLACE 1 FURNACE","65","0","0","65","0","0","0","0","0","65","0","0","0","0","0","65","BUILDING OWNER","MARY TWEEDIE","CHICAGO","IL","60614","CONTRACTOR-HEATING","PRO TEMP OF ILLINOIS","LA GRANGE","IL","60525-",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,"14-29-302-245",,,,,,,,,,,,,,,,,
"1546250","100031256",,,"PERMIT - ELECTRIC WIRING","EASY PERMIT WEB","2005-02-14T00:00:00.000","2008-06-12T00:00:00.000","1214","2900","S","LAKE SHORE DR",,"INSTALLATION OF ACCESS CONTROL EQUIPMENT ON THE 3RD FLOOR.","40","0","0","40","0","0","0","0","0","40","0","0","0","0","0","40",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,,,,,,,,,"35","3501","4","1181302","1885888",,,
"3114322","100867201",,,"PERMIT - ELECTRIC WIRING","EASY PERMIT WEB","2020-03-13T00:00:00.000","2020-03-17T00:00:00.000","4","2233","N","KENMORE AVE",,"APRIL, MAY AND JUNE MAINTENANCE","75","0","0","75","0","0","0","0","0","75","0","0","0","0","0","75","CONTRACTOR-ELECTRICAL","DEPAUL UNIVERSITY","CHICAGO","IL","60614-",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1",,,,,,,,,,,,"7","71000","43","1168965.3178496854","1915157.8810745182",,,
"1399445","100016492",,,"PERMIT - ELECTRIC WIRING","EASY PERMIT WEB","2004-11-13T00:00:00.000","2007-07-07T00:00:00.000","966","800","W","NORTH AVE",,"PARKING ACCESS SYSTEM","70","0","0","70","0","0","0","0","0","70","0","0","0","0","0","70",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,,,,,,,,,,,,"1170700.6842200684","1910913.190751259","41.91102851","-87.648335806","POINT (-87.64833580602 41.911028509812)"
"1630345","100082217",,,"PERMIT - RENOVATION/ALTERATION","STANDARD PLAN REVIEW","2005-12-05T00:00:00.000","2006-01-24T00:00:00.000","50","2324","N","FREMONT ST",,"LIMITED INTERIOR RENOVATION, ADA & TOLIET FACILITY UPGRADES, NEW HVAC WITH LIMITED SITE IMPROVEMENTS.","0","0","0","0","0","0","0","0","12205","12205","75","0","75","0","12280","12280","ARCHITECT","ANTUNOVICH JOSEPH M","CHICAGO","IL","60654-","CONTRACTOR-ELECTRICAL","REX ELECT. & TECHNOLOGIES LLC","CHICAGO","IL","60606-","CONTRACTOR-GENERAL CONTRACTOR","BULLEY & ANDREWS, L.L.C.","CHICAGO","IL","60622","MASON - BRICK AND CONCRETE","BULLEY & ANDREWS LLC","CHICAGO","IL","60622-","CONTRACTOR-PLUMBER/PLUMBING","PL15841-HILL MECHANICAL CORP","FRANKLIN PARK","IL","60131-","CONTRACTOR-REFRIGERATION","HILL MECHANICAL GROUP","CHICAGO",,"60613","CONTRACTOR-VENTILATION","HILL MECHANICAL","CHICAGO","IL","60613","OWNER","DEPAUL UNIVERSITY","CHICAGO","IL","606014",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"900000",,,,,,,,,,,,,,,,,,,
"1609072","100070036",,,"PERMIT - RENOVATION/ALTERATION","STANDARD PLAN REVIEW","2005-10-27T00:00:00.000","2006-02-14T00:00:00.000","110","4100","N","NATCHEZ AVE",,"SECOND STORY ADDITION TO MATCHING EXISTING STRUCTURE WITH NEW ELECTRICAL AND EXTENSION OF HEATING SYSTEM, NO PLUMBING TO SINGLE FAMILY RESIDENCE PER PLANS","235","50","0","285","0","0","0","0","0","235","50","0","0","0","0","285","OWNER AS GENERAL CONTRACTOR","MIGUEL SILVA","CHICAGO","IL","60634","STRUCTURAL ENGINEER","ARENZANA LUIS M","EVANSTON","IL","60201-","CONTRACTOR-ELECTRICAL","DVC ELECTRIC","CICERO","IL","60804-",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"16000",,"13-18-412-016",,,,,,,,,,,,,,,,,
"1647973","100093107",,,"PERMIT - EASY PERMIT PROCESS","EASY PERMIT","2006-01-31T00:00:00.000","2006-01-31T00:00:00.000","0","1740","N","MONITOR AVE",,"REPLACE 1 FURNACE","65","0","0","65","0","0","0","0","0","65","0","0","0","0","0","65","BUILDING OWNER","IRA KIRKWOOD","CHICAGO","IL","60639","CONTRACTOR-HEATING","PRO TEMP OF ILLINOIS","LA GRANGE","IL","60525-",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,"13-32-407-027",,,,,,,,,,,,,"1137116.1943255914","1911131.8564339948",,,
"1633080","100083825",,,"PERMIT - NEW CONSTRUCTION","STANDARD PLAN REVIEW","2005-12-13T00:00:00.000","2006-03-29T00:00:00.000","106","3232","E","CHELTENHAM DR",,"ERECT NEW 1 STORY BUILDING W/ ASSOCIATED LANDSCAPE PER PLANS","1881.68","75","0","1956.68","0","0","0","0","0","1881.68","75","0","0","0","0","1956.68","ARCHITECT","SVAICER JACK J","RIVERSIDE","IL","60546","CONTRACTOR-ELECTRICAL","DIVANE BROS. ELECTRIC CO.","FRANKLIN PARK","IL","60131-","CONTRACTOR-GENERAL CONTRACTOR","FHP TECTONICS","CHICAGO","IL","60631-","MASON - BRICK AND CONCRETE","CEISEL MASONRY, INC.","NORTHBROOK","IL","60062-","CONTRACTOR-PLUMBER/PLUMBING","PL195447-PLUMBING SYSTEMS, INC","CHICAGO","IL","60623-","CONTRACTOR-REFRIGERATION","PARAMOUNT","TINLEY PK","IL","60477","CONTRACTOR-VENTILATION","QU-BAR","TINLEY PK","IL","60477","OWNER","CITY OF CHICAGO DET. OF WATER MANAGEMENT","CHGO","IL",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"426000",,,,,,,,,,,,,,,,,,,
"1606447","100068754",,,"PERMIT - SIGNS","SIGN PERMIT","2005-09-21T00:00:00.000","2006-01-19T00:00:00.000","120","10","S","STATE ST",,"FRONT FACE OF CANOPY 386119","44.5","0","0","44.5","0","0","0","0","0","44.5","0","0","0","0","0","44.5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,,,,,,,,,,,,"1176347.9890583565","1900300.7686675768","41.881781864","-87.627910328","POINT (-87.627910328004 41.881781863623)"
"3114317","100867196",,,"PERMIT - ELECTRIC WIRING","EASY PERMIT WEB","2020-03-13T00:00:00.000","2020-03-17T00:00:00.000","4","2324","N","FREMONT ST",,"APRIL, MAY AND JUNE MAINTENANCE","75","0","0","75","0","0","0","0","0","75","0","0","0","0","0","75","CONTRACTOR-ELECTRICAL","DEPAUL UNIVERSITY","CHICAGO","IL","60614-",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1",,,,,,,,,,,,"7","711","43",,,,,
"1622867","100077983",,,"PERMIT - SIGNS","SIGN PERMIT","2005-11-09T00:00:00.000","2007-02-22T00:00:00.000","470","1940","N","DAMEN AVE",,"AWNING 386501","59","0","0","59","0","0","0","0","0","59","0","0","0","0","0","59",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,,,,,,,,,,,,"1162678.9452717546","1913036.9319479647","41.917028218","-87.677745175","POINT (-87.677745175031 41.91702821843)"
"1541012","100026878",,,"PERMIT - ELECTRIC WIRING","EASY PERMIT WEB","2005-01-18T00:00:00.000","2007-07-07T00:00:00.000","900","231","S","LA SALLE ST",,"GENERAL BUILDING MAINTENANCE DECEMBER 2004","40","0","0","40","0","0","0","0","0","40","0","0","0","0","0","40",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,"17-16-222-010",,,,,,,,,,,,,"1175211.1078571465","1899111.1083043108","41.878542932","-87.632120577","POINT (-87.632120576746 41.87854293164)"
"1620126","100076260",,,"PERMIT - SIGNS","SIGN PERMIT","2005-11-02T00:00:00.000","2006-03-24T00:00:00.000","142","4311","N","NORMANDY AVE",,"WEST SIDE OF BUILDING 386371","71.5","0","0","71.5","0","0","0","0","0","71.5","0","0","0","0","0","71.5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,"13-18-409-060",,,,,,,,,,,,,"1131178.6806394784","1927997.117877559","41.95868315","-87.793132397","POINT (-87.793132397234 41.958683150297)"
"1639754","100088175",,,"PERMIT - SIGNS","SIGN PERMIT","2006-01-05T00:00:00.000","2006-01-10T00:00:00.000","5","5439","N","BROADWAY",,"FRONT OF STORE  NO LITES   386339","73","0","0","73","0","0","0","0","0","73","0","0","0","0","0","73","SIGN CONTRACTOR","NEON EXPRESS","CHICAGO","IL","60639",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,"14-08-204-032",,,,,,,,,,,,,"1167364.9326693094","1936437.88323716","41.981141849","-87.659853358","POINT (-87.659853358268 41.981141848614)"
"1619178","100075636",,,"PERMIT - SIGNS","SIGN PERMIT","2005-10-31T00:00:00.000","2009-04-08T00:00:00.000","1255","5407","N","CLARK ST",,"AWNING 386360","66","0","0","66","0","0","0","0","0","66","0","0","0","0","0","66",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,,,,,,,,,"77","308","48","1165113.201563765","1936022.5853711676","41.980050542","-87.668146338","POINT (-87.668146337636 41.980050541636)"
"1638253","100087113",,,"PERMIT - ELECTRIC WIRING","EASY PERMIT WEB","2005-12-29T00:00:00.000","2007-10-23T00:00:00.000","663","606","W","111TH ST",,"ONE METER SERVICE","40","0","0","40","0","0","0","0","0","40","0","0","0","0","0","40","CONTRACTOR-ELECTRICAL","MOLITE ELECTRIC","CHICAGO","IL","60643-",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,"25-16-324-024",,,,,,,,,,,,,"1174193.7113519814","1831313.3611582567","41.69252134","-87.637869752","POINT (-87.637869752208 41.692521340313)"
"1635574","100085340",,,"PERMIT - RENOVATION/ALTERATION","STANDARD PLAN REVIEW","2006-01-05T00:00:00.000","2006-01-05T00:00:00.000","0","5142","N","MASON AVE",,"INSTALLATION OF NEW WASHROOM IN BASEMENT OF EXISTING 1 STORY SINGLE FAMILY RESIDENCE.","95","50","0","145","0","0","0","0","0","95","50","0","0","0","0","145","OWNER AS GENERAL CONTRACTOR","SLAWOMIR TKACZYK","CHICAGO","IL","60630","ARCHITECT","JOHNSON RALPH DONALD","PARK RIDGE","IL","60068-","CONTRACTOR-ELECTRICAL","JERZY WASALA","PARK RIDGE","IL","60068",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1500",,"13-08-400-026",,,,,,,,,,,,,"1135494.8862371752","1934025.172289566",,,
