"crash_record_id","crash_date_est_i","crash_date","posted_speed_limit","traffic_control_device","device_condition","weather_condition","lighting_condition","first_crash_type","trafficway_type","lane_cnt","alignment","roadway_surface_cond","road_defect","report_type","crash_type","intersection_related_i","private_property_i","hit_and_run_i","damage","date_police_notified","prim_contributory_cause","sec_contributory_cause","street_no","street_direction","street_name","beat_of_occurrence","photos_taken_i","statements_taken_i","dooring_i","work_zone_i","work_zone_type","workers_present_i","num_units","most_severe_injury","injuries_total","injuries_fatal","injuries_incapacitating","injuries_non_incapacitating","injuries_reported_not_evident","injuries_no_indication","injuries_unknown","crash_hour","crash_day_of_week","crash_month","latitude","longitude","location"
"87619446c861224023f3251a5ce6ba81df532ec1b2116b9af2496590b3e0de38dc2641345b015937d53ef933278f3f5498792ce38adaa02aa4210451c58654b1",,"2024-05-10T18:30:00.000","25","NO CONTROLS","NO CONTROLS","CLEAR","DAYLIGHT","FIXED OBJECT","ONE-WAY",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","ON SCENE","INJURY AND / OR TOW DUE TO CRASH",,,,"OVER $1,500","2024-05-10T18:33:00.000","UNABLE TO DETERMINE","UNABLE TO DETERMINE","2417","N","FAIRFIELD AVE","1431",,,,,,,"1","INCAPACITATING INJURY","2","0","1","1","0","0","0","18","6","5","41.925471929","-87.696067323","POINT (-87.696067322871 41.925471929086)"
"8a45981e82c9faccd1da9b3c4cdee89ba4d4a7a46b9f0360dcee96772ab1fffbc595272a9ea1015e95246efcde7ab7d7735c272d8d15bd684b7bb3c7b53d1441",,"2024-05-10T18:25:00.000","30","UNKNOWN","UNKNOWN","CLEAR","DAYLIGHT","SIDESWIPE SAME DIRECTION","NOT DIVIDED",,"STRAIGHT AND LEVEL","UNKNOWN","UNKNOWN","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,,"$501 - $1,500","2024-05-10T18:40:00.000","UNABLE TO DETERMINE","UNABLE TO DETERMINE","954","W","WRIGHTWOOD AVE","1935",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","3","0","18","6","5","41.929121378","-87.653507214","POINT (-87.653507213671 41.929121377786)"
"6c09f77185d08a94facae476f3b30b5b0014032c7570e2cd5d47a575292091932546fadfa90097fd95b51acfb1553d1cb4411902e0c9f8ab8a7ecb8c90482432",,"2024-05-10T18:15:00.000","30","TRAFFIC SIGNAL","FUNCTIONING PROPERLY","CLEAR","DAYLIGHT","ANGLE","FOUR WAY",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY","Y",,,"OVER $1,500","2024-05-10T19:00:00.000","FAILING TO YIELD RIGHT-OF-WAY","FAILING TO YIELD RIGHT-OF-WAY","2431","N","SHEFFIELD AVE","1932",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","18","6","5","41.926296256","-87.653494511","POINT (-87.653494510971 41.926296255697)"
"66b49dfb89bcac48319fcd45c7671e9d8588fcb40a777f004f547392a614d26343130e7c6ffa72b3f960339cbac53ce231d233d60624a5a55d74018ebb00912d",,"2024-05-10T18:07:00.000","30","NO CONTROLS","NO CONTROLS","CLEAR","DAYLIGHT","REAR END","NOT DIVIDED",,"STRAIGHT AND LEVEL","DRY","OTHER","ON SCENE","INJURY AND / OR TOW DUE TO CRASH",,,,"OVER $1,500","2024-05-10T18:19:00.000","DISTRACTION - FROM INSIDE VEHICLE","DISTRACTION - FROM INSIDE VEHICLE","6036","N","NORTHWEST HWY","1612",,,,,,,"2","NONINCAPACITATING INJURY","1","0","0","1","0","1","0","18","6","5","41.990857965","-87.796718421","POINT (-87.796718421205 41.990857965039)"
"800c81c02d01b6c19405ba88264e4eb216679dcdf0f4bca23175c38f64a61bd1a5f3832f51a7e5dfc4be8592510c1aaaa8312263d1f625e06034e1c1eca88585",,"2024-05-10T18:00:00.000","30","TRAFFIC SIGNAL","UNKNOWN","CLEAR","DAYLIGHT","REAR END","NOT DIVIDED",,"STRAIGHT AND LEVEL","UNKNOWN","UNKNOWN","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,,"$501 - $1,500","2024-05-10T18:50:00.000","UNABLE TO DETERMINE","NOT APPLICABLE","1600","N","OAK PARK AVE","2513",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","18","6","5","41.909114568","-87.794948197","POINT (-87.794948196563 41.909114567913)"
"8a0ded1a1ec7c6298843c362e374885aae04de4872bdb335989b7e3927ce7173746d0aaba978d37aa4a9cb0359a14295463378e1090def4b629da8702019b4bc","Y","2024-05-10T18:00:00.000","30","NO CONTROLS","NO CONTROLS","CLEAR","DAYLIGHT","PARKED MOTOR VEHICLE","NOT DIVIDED",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,"Y","OVER $1,500","2024-05-10T19:00:00.000","UNABLE TO DETERMINE","NOT APPLICABLE","6527","N","AVONDALE AVE","1612",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","1","0","18","6","5","41.9992247","-87.813867928","POINT (-87.813867928072 41.999224699524)"
"922906d002f266fc4aa378dbf2ae477f1194289e989e3a33e553259129b3a595cb225e85585a19306b406db0f529e6d7488fa1a8ee6a61808b6ba046918ce3d7",,"2024-05-10T17:48:00.000","30","NO CONTROLS","NO CONTROLS","CLEAR","DAYLIGHT","PEDESTRIAN","NOT DIVIDED",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","ON SCENE","INJURY AND / OR TOW DUE TO CRASH",,,"Y","OVER $1,500","2024-05-10T17:48:00.000","UNABLE TO DETERMINE","UNABLE TO DETERMINE","1630","W","ARMITAGE AVE","1432",,,,,,,"2","INCAPACITATING INJURY","1","0","1","0","0","1","0","17","6","5","41.918034623","-87.66868907","POINT (-87.668689070116 41.918034622956)"
"a901da3e5945640a0dd80fd756abbe5ca0dabb97c2a193a85543e42bff331d97520c1de9b29b2a3fccbfcdcd2c98e86209391aced3e9241efaa8649a9904dc99",,"2024-05-10T17:45:00.000","25","NO CONTROLS","NO CONTROLS","CLEAR","DAYLIGHT","FIXED OBJECT","ONE-WAY",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,,"OVER $1,500","2024-05-10T17:45:00.000","UNABLE TO DETERMINE","NOT APPLICABLE","2140","N","MONITOR AVE","2515",,,,,,,"1","NO INDICATION OF INJURY","0","0","0","0","0","2","0","17","6","5","41.91917077","-87.772047524","POINT (-87.772047523821 41.919170770425)"
"c6e4751c75245cdcf845c28ff149bf01cd2dc56690daed3aaad5f86a598dd2a41403ddf461c5ecfcd181d5f35fd2246dfba76cc4fa5d5c7f6e2cc8b73b7a9387",,"2024-05-10T17:45:00.000","30","NO CONTROLS","NO CONTROLS","CLEAR","DAYLIGHT","REAR END","DIVIDED - W/MEDIAN (NOT RAISED)",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,,"$501 - $1,500","2024-05-10T20:30:00.000","FOLLOWING TOO CLOSELY","NOT APPLICABLE","3358","W","ARGYLE ST","1713",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","17","6","5","41.97200207","-87.713483818","POINT (-87.713483818463 41.972002069632)"
"d0ea327bd2bf746d155d0650d0e4fc8bfd616d8f7ac565a7611f79609cd6dc4d33e3309541bc3db222255ff1d44bacf3a2ebba761aa02a54a17e29843b675633",,"2024-05-10T17:45:00.000","30","NO CONTROLS","NO CONTROLS","CLEAR","DAWN","REAR END","NOT DIVIDED",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,,"$501 - $1,500","2024-05-10T18:19:00.000","FOLLOWING TOO CLOSELY","NOT APPLICABLE","2232","W","71ST ST","832",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","17","6","5","41.764852429","-87.67979751","POINT (-87.679797510353 41.764852428685)"
"38ad501b577a30a06ae6d082092b84948279ed9d0bef6f412ce11b40d2302b5dc6d46f87c9fddbb6e53dd87357746635f86c0cb8541b7720ed75ed299fd64fa0",,"2024-05-10T17:41:00.000","30","YIELD","FUNCTIONING PROPERLY","CLEAR","DAYLIGHT","TURNING","NOT DIVIDED",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","ON SCENE","INJURY AND / OR TOW DUE TO CRASH",,,,"OVER $1,500","2024-05-10T17:42:00.000","UNABLE TO DETERMINE","IMPROPER TURNING/NO SIGNAL","2301","W","FULLERTON AVE","1432",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","17","6","5","41.924820733","-87.685301935","POINT (-87.685301935013 41.924820733031)"
"79a1af9cf58930ff25f7da32ae2784840fc723cddca7384388bc987ac228f5dc23c8e9368dfafed8231fc254f93546ce52f26fe6318493737541f9b96a1597db",,"2024-05-10T17:40:00.000","30","NO CONTROLS","NO CONTROLS","CLEAR","DAYLIGHT","REAR END","DIVIDED - W/MEDIAN (NOT RAISED)",,"STRAIGHT AND LEVEL","DRY","UNKNOWN","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,,"OVER $1,500","2024-05-10T18:20:00.000","UNABLE TO DETERMINE","NOT APPLICABLE","1624","N","OAK PARK AVE","2513",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","17","6","5","41.909790012","-87.794960135","POINT (-87.794960135234 41.909790011537)"
"cf3dab4993e2093c912c002ee2605a6bb58373102f31e77d4ab862a6452cc0597a25df76167dc48543a81ef29dfc7afbc99d4df14f8923139bedfd5c196a83ea",,"2024-05-10T17:37:00.000","30","STOP SIGN/FLASHER","FUNCTIONING PROPERLY","CLEAR","DAYLIGHT","PEDESTRIAN","T-INTERSECTION",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","ON SCENE","INJURY AND / OR TOW DUE TO CRASH",,,,"$500 OR LESS","2024-05-10T17:39:00.000","VISION OBSCURED (SIGNS, TREE LIMBS, BUILDINGS, ETC.)","UNABLE TO DETERMINE","2934","N","LEAVITT ST","1931",,,,,,,"2","NONINCAPACITATING INJURY","1","0","0","1","0","1","0","17","6","5","41.935067212","-87.683235255","POINT (-87.683235255489 41.935067212451)"
"467ae4cd087eee72be7060055541ce16bbb80e286fe2b9f1d353bfab3a716b762f151a5dea6443b23279b5bb7c35ed5ac6f527ef5f3ab7345e5598cb711bb6d7",,"2024-05-10T17:35:00.000","30","NO CONTROLS","NO CONTROLS","UNKNOWN","DAYLIGHT","PARKED MOTOR VEHICLE","ONE-WAY",,"STRAIGHT AND LEVEL","UNKNOWN","UNKNOWN","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,"Y","$501 - $1,500","2024-05-10T18:40:00.000","UNABLE TO DETERMINE","NOT APPLICABLE","2207","W","FARWELL AVE","2411",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","1","0","17","6","5","42.00622037","-87.686258441","POINT (-87.686258440626 42.006220370237)"
"459357d892579dada7a9aceb09a1b31042e0887dec6000d37b914c4f2aa14c8b34a7195aff2b8d31cfc26adbec2a8a2f58d2161c6dafa7d5f27385371e5c2f4b",,"2024-05-10T17:30:00.000","30","TRAFFIC SIGNAL","FUNCTIONING PROPERLY","CLEAR","DAYLIGHT","REAR END","NOT DIVIDED",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,"Y","$501 - $1,500","2024-05-10T18:05:00.000","FOLLOWING TOO CLOSELY","FAILING TO REDUCE SPEED TO AVOID CRASH","2014","E","79TH ST","414",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","3","0","17","6","5","41.751723439","-87.575333908","POINT (-87.575333907781 41.751723438657)"
"c6c0da3ad1ae2bc2d1d0984668c3e152e5c2190cc3b3b2095eab0d4a1fe01fb17650d7812ff510b3bc0478b79ea2d3c6bbb99ee9ff2bd060cd45f9af1e19e1f1",,"2024-05-10T17:28:00.000","30","TRAFFIC SIGNAL","FUNCTIONING PROPERLY","CLEAR","DAYLIGHT","SIDESWIPE SAME DIRECTION","DIVIDED - W/MEDIAN (NOT RAISED)",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","ON SCENE","NO INJURY / DRIVE AWAY",,,,"$501 - $1,500","2024-05-10T17:28:00.000","IMPROPER OVERTAKING/PASSING","NOT APPLICABLE","5100","N","KIMBALL AVE","1712",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","17","6","5","41.9740108","-87.713666504","POINT (-87.713666503956 41.974010799909)"
"8e2542323fecbe638d7354d981638cd8d2256a21dab3fd1b81f64d7c819631b539d6cffea9e6bab535bd693ce4beec03958afb8fcd4106c58cf45c762e5eb7a0",,"2024-05-10T17:26:00.000","25","NO CONTROLS","NO CONTROLS","CLEAR","DAYLIGHT","PARKED MOTOR VEHICLE","NOT DIVIDED",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","ON SCENE","NO INJURY / DRIVE AWAY",,,,"$500 OR LESS","2024-05-10T17:26:00.000","DISTRACTION - FROM OUTSIDE VEHICLE","FAILING TO REDUCE SPEED TO AVOID CRASH","1435","W","BRYN MAWR AVE","2013",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","1","0","17","6","5","41.983423088","-87.666292789","POINT (-87.666292788534 41.983423087603)"
"95e13fb248304bce9c1de7812131bdfd3293e6bd18a2b2188907ff4945ad239d7dd2aec2ddc0f981b61ff5513753e3c759e276d28fc1e211156db8e1ad65665a",,"2024-05-10T17:20:00.000","30","UNKNOWN","UNKNOWN","CLEAR","DAYLIGHT","ANGLE","NOT DIVIDED",,"STRAIGHT AND LEVEL","DRY","UNKNOWN","ON SCENE","INJURY AND / OR TOW DUE TO CRASH",,,,"OVER $1,500","2024-05-10T17:32:00.000","UNABLE TO DETERMINE","UNABLE TO DETERMINE","6329","N","PULASKI RD","1711",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","17","6","5","41.996297622","-87.728757794","POINT (-87.728757794201 41.99629762214)"
"e6ea4732a14ac2277586bb7ccae5c52aa84e37de5ed0c1eaf971371e4ea222081a0631666f33e480f66b6f0c22f32e1c6854862c204ff4371faf1922c5cfd380",,"2024-05-10T17:20:00.000","30","NO CONTROLS","NO CONTROLS","CLEAR","DAYLIGHT","SIDESWIPE SAME DIRECTION","NOT DIVIDED",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,,"$501 - $1,500","2024-05-10T18:40:00.000","FAILING TO YIELD RIGHT-OF-WAY","NOT APPLICABLE","2548","N","CALIFORNIA AVE","1414",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","17","6","5","41.928096264","-87.697654453","POINT (-87.697654452641 41.928096264242)"
"37110dad2b0630707b50f2f36cba4a61cb3aba5e0f92c31d1c7f7d6c9ed2edae06b98013d9c5c71c55ed9e72422fcb3ecd4c0e3bc6e8b2d4421b8bffe9b8478d",,"2024-05-10T17:05:00.000","30","NO CONTROLS","NO CONTROLS","CLEAR","DAYLIGHT","TURNING","DIVIDED - W/MEDIAN (NOT RAISED)",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,,"$501 - $1,500","2024-05-10T17:20:00.000","IMPROPER OVERTAKING/PASSING","NOT APPLICABLE","5022","N","CENTRAL AVE","1622",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","17","6","5","41.972283173","-87.768689618","POINT (-87.768689617668 41.972283173008)"
"b2aecaebf5d7df058778e3abbc6bd1f9e66b85bb8604b28297dfe3eb27bc8e321babe1c164a36f50a699b4fea4a464e932224c0aedcd2a336f7f69a644b88634",,"2024-05-10T17:05:00.000","30","UNKNOWN","UNKNOWN","CLEAR","DAYLIGHT","SIDESWIPE SAME DIRECTION","NOT DIVIDED",,"STRAIGHT AND LEVEL","DRY","UNKNOWN","ON SCENE","NO INJURY / DRIVE AWAY",,,"Y","OVER $1,500","2024-05-10T17:21:00.000","UNABLE TO DETERMINE","UNABLE TO DETERMINE","9405","S","EMERALD AVE","2223",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","3","0","17","6","5","41.723094055","-87.64189656","POINT (-87.641896559916 41.723094055343)"
"11017751a494e0e9e6efd93e617086c10da867cbb8be2afc480f8460bb5334abdf842b189db8610ba2c9c7486586285c5b43b2620a245fd782b9ad622c038820",,"2024-05-10T17:00:00.000","30","NO CONTROLS","NO CONTROLS","CLEAR","DAYLIGHT","REAR TO FRONT","NOT DIVIDED",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,,"$501 - $1,500","2024-05-10T17:32:00.000","IMPROPER BACKING","NOT APPLICABLE","2534","N","STOCKTON DR","1935",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","17","6","5","41.929370113","-87.638926695","POINT (-87.638926694863 41.929370113309)"
"4154f9f35a29aca905e1be68be073a76858689f77e24c65f1fe6a09e9a6a169a52e6e57aa039087fb0018df29c732df34bddfd42ddb79c411ed2a8a552193092",,"2024-05-10T17:00:00.000","30","NO CONTROLS","NO CONTROLS","CLEAR","DAYLIGHT","SIDESWIPE SAME DIRECTION","DIVIDED - W/MEDIAN BARRIER",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,,"$501 - $1,500","2024-05-10T19:15:00.000","IMPROPER OVERTAKING/PASSING","FAILING TO REDUCE SPEED TO AVOID CRASH","932","N","MICHIGAN AVE","1833",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","17","6","5","41.900097592","-87.624315023","POINT (-87.624315022826 41.900097591532)"
"714e3a537dc6bb12755f16ade4d3894fa05c7c6b8bddc0066196d92603af59c05c32951d46641997c249dd892066514bab916a73103d9db31b54160e729afdeb",,"2024-05-10T17:00:00.000","30","NO CONTROLS","NO CONTROLS","CLEAR","DAYLIGHT","REAR END","NOT DIVIDED",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,,"OVER $1,500","2024-05-10T18:35:00.000","FOLLOWING TOO CLOSELY","NOT APPLICABLE","3100","S","KEDZIE AVE","1032",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","17","6","5","41.837132671","-87.704967115","POINT (-87.704967114787 41.837132671422)"
"8ad364a6e86c8268e538ffa2ff27ed80559ca7c4d553a51985782a58ff9c0a0653b6a65006c72eb817be0da421f7824948db64e8c441edc348785e2ccf05ab35",,"2024-05-10T17:00:00.000","30","TRAFFIC SIGNAL","NOT FUNCTIONING","CLEAR","DAYLIGHT","SIDESWIPE SAME DIRECTION","FOUR WAY",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY","Y",,,"OVER $1,500","2024-05-10T18:00:00.000","UNABLE TO DETERMINE","NOT APPLICABLE","6336","N","LEHIGH AVE","1621",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","17","6","5","41.995207586","-87.764808646","POINT (-87.76480864634 41.995207585646)"
"cac19985c34bb1adfc01a884b71731e864ae7857bef0f43149b78000d3e5f694640fe3074bce346c65f2b92998e98ecb29249b4afc0f841fb4e47b913920e01b",,"2024-05-10T16:51:00.000","35","TRAFFIC SIGNAL","FUNCTIONING PROPERLY","CLEAR","DAYLIGHT","SIDESWIPE SAME DIRECTION","DIVIDED - W/MEDIAN BARRIER",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","ON SCENE","INJURY AND / OR TOW DUE TO CRASH","Y",,,"OVER $1,500","2024-05-10T16:51:00.000","IMPROPER LANE USAGE","IMPROPER OVERTAKING/PASSING","13700","S","AVENUE O","433",,,,,,,"2","REPORTED, NOT EVIDENT","1","0","0","0","1","1","0","16","6","5","41.646271967","-87.540224596","POINT (-87.540224596222 41.646271967165)"
"5e9538f63a5e04a88760bded9ea8397cfb3b29d238e84c63c95ab57569a8f7153e135a1a81b047315d14ad1a84e92d780119f12575352c0738af1512424459f9",,"2024-05-10T16:50:00.000","30","NO CONTROLS","NO CONTROLS","CLEAR","DAYLIGHT","SIDESWIPE SAME DIRECTION","FOUR WAY",,"STRAIGHT AND LEVEL","DRY","UNKNOWN","ON SCENE","NO INJURY / DRIVE AWAY",,,"Y","$501 - $1,500","2024-05-10T16:54:00.000","UNABLE TO DETERMINE","UNABLE TO DETERMINE","10302","S","WESTERN AVE","2211",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","16","6","5","41.706225787","-87.681761606","POINT (-87.681761605565 41.706225787034)"
"85a8f5850d545f718a147ea44e9ca26bacaec7c22684f26891f5dac20df4a0c329bc9e85870e5ad6a604325b00fe280a4ab32314167ea0306a5a46c23cdf0024",,"2024-05-10T16:50:00.000","35","NO CONTROLS","NO CONTROLS","CLEAR","DAYLIGHT","ANGLE","NOT DIVIDED",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","ON SCENE","NO INJURY / DRIVE AWAY",,,,"OVER $1,500","2024-05-10T16:51:00.000","FAILING TO YIELD RIGHT-OF-WAY","FAILING TO YIELD RIGHT-OF-WAY","9500","S","FOREST AVE","511",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","3","0","16","6","5","41.721757644","-87.616704994","POINT (-87.616704993706 41.721757643583)"
"e1a2252761fbc7ba79b6b024d2343833c6dbff2690c3b238c05fd618df692a59069f3778544cc87baf7d73f269a217983739f37ea6e7010c019d7d4da067d559",,"2024-05-10T16:50:00.000","30","TRAFFIC SIGNAL","FUNCTIONING PROPERLY","CLEAR","DAYLIGHT","TURNING","NOT DIVIDED",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","NOT ON SCENE (DESK REPORT)","INJURY AND / OR TOW DUE TO CRASH","Y",,"Y","OVER $1,500","2024-05-10T17:25:00.000","FAILING TO YIELD RIGHT-OF-WAY","NOT APPLICABLE","8100","S","VINCENNES AVE","622",,,,,,,"2","NONINCAPACITATING INJURY","1","0","0","1","0","3","0","16","6","5","41.747049185","-87.63533771","POINT (-87.635337709738 41.747049185476)"
"028e489e6e86cba14ba26acf33f1a31c1cabdc573cf5e82d3a836f9d44ae9c8c9fb58387c09b314639e1e21f74da5b599a0a7bed06e9d9e3d36c0dc2c16e0976",,"2024-05-10T16:45:00.000","30","STOP SIGN/FLASHER","FUNCTIONING PROPERLY","CLEAR","DAYLIGHT","ANGLE","DIVIDED - W/MEDIAN (NOT RAISED)",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY","Y",,,"$501 - $1,500","2024-05-10T17:52:00.000","UNABLE TO DETERMINE","UNABLE TO DETERMINE","4875","N","KIMBALL AVE","1713",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","16","6","5","41.970133991","-87.713264276","POINT (-87.713264275757 41.97013399129)"
"3e89d8a9e68e10a3389145166509c2001a87f60b43180d2a257ef2c3193fbb841c134fb38480eaad746766356de6156ac817f4de959aae458d46d44b40535978",,"2024-05-10T16:45:00.000","30","STOP SIGN/FLASHER","FUNCTIONING PROPERLY","CLEAR","DAYLIGHT","REAR END","NOT DIVIDED",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,,"$501 - $1,500","2024-05-10T18:30:00.000","UNABLE TO DETERMINE","NOT APPLICABLE","1030","N","LARRABEE ST","1822",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","16","6","5","41.901426266","-87.643279017","POINT (-87.643279017069 41.901426265969)"
"b2aed10c1411bcd97b4d6381b94f95641e8868344a7414ace19b19f5cca8250333703dd8d7fb05da4d7a28bc6eb4b6dd5d4f0b36a9e25a587b8dc529cf6742c2",,"2024-05-10T16:45:00.000","30","NO CONTROLS","NO CONTROLS","CLEAR","DAYLIGHT","REAR END","NOT DIVIDED",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,,"$501 - $1,500","2024-05-10T17:43:00.000","FOLLOWING TOO CLOSELY","NOT APPLICABLE","2812","W","63RD ST","823",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","3","0","16","6","5","41.779217154","-87.693961736","POINT (-87.693961736114 41.779217153751)"
"3dd1070b4cee2ae9bd0d1d3f8af88d3b1607c0f5c5fa9d806a24d982b02982128044edf7179a4ad0faff420dd930e57532c7445c4de098aef4c2866e67f62974",,"2024-05-10T16:40:00.000","35","NO CONTROLS","NO CONTROLS","CLEAR","DAYLIGHT","REAR END","DIVIDED - W/MEDIAN (NOT RAISED)",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","ON SCENE","INJURY AND / OR TOW DUE TO CRASH",,,,"OVER $1,500","2024-05-10T17:00:00.000","FOLLOWING TOO CLOSELY","NOT APPLICABLE","4930","N","EAST RIVER RD","1614",,,,,,,"3","NO INDICATION OF INJURY","0","0","0","0","0","3","0","16","6","5","41.9695946","-87.846706744","POINT (-87.846706743848 41.969594599647)"
"0a3652073746bf998c7b57ce9c37d5c996654fc019b23899e0270069c57345088d4bb0d80eb771f7215cc2949f80a5e764a1f8d72e397236fdc7202d870b0ad0",,"2024-05-10T16:30:00.000","30","OTHER","FUNCTIONING PROPERLY","CLEAR","DAYLIGHT","REAR END","NOT DIVIDED",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,,"$501 - $1,500","2024-05-10T16:45:00.000","FOLLOWING TOO CLOSELY","UNABLE TO DETERMINE","3308","E","106TH ST","432",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","16","6","5","41.702870304","-87.543395581","POINT (-87.543395580529 41.70287030375)"
"3fb724e3fec59c628177967be2841d4b0fb8ef369375d10d19f084f0149d831165df5fe49b9307ae55ad08c34a86e755d1a393609784dcbbfaeede69fbf26ff3",,"2024-05-10T16:30:00.000","30","NO CONTROLS","NO CONTROLS","CLEAR","DAYLIGHT","REAR END","DIVIDED - W/MEDIAN (NOT RAISED)",,"STRAIGHT AND LEVEL","DRY","SHOULDER DEFECT","ON SCENE","NO INJURY / DRIVE AWAY",,,"Y","OVER $1,500","2024-05-10T16:40:00.000","UNABLE TO DETERMINE","NOT APPLICABLE","4120","N","CENTRAL AVE","1624",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","16","6","5","41.955663654","-87.767230258","POINT (-87.767230257925 41.95566365435)"
