"vehicle_type","public_vehicle_number","status","vehicle_make","vehicle_model","vehicle_model_year","vehicle_color","vehicle_fuel_source","wheelchair_accessible","company_name","address","city","state","zip_code","taxi_affiliation","taxi_medallion_license_management","record_id"
"Taxi","4787","VIOLATION","TOYOTA","PRIUS","2014","SILVER/BLACK","Hybrid","N","RENY CAB CO","6207 W. CUYLER AVE.","CHICAGO","IL","60634","Independent1","Owner-Operator","4787Taxi"
"Taxi","3802","ACTIVE","TOYOTA","COROLLA","2015","WHITE","Gasoline","N","ITHAKA CAB CORP","3452 N. ELSTON AVE.","CHICAGO","IL","60618","Top Cab Association","Top Cab Corp.","3802Taxi"
"Livery","9683","ACTIVE","LINCOLN","NAVIGATOR","2017","BLACK","Gasoline","N","FENIKS UNITED INC","5310 N. CHESTER AVE.","CHICAGO","IL","60656",,,"9683Livery"
"Taxi","5006","ACTIVE","TOYOTA","RAV4","2023","WHITE","Gasoline","N","TAULLARAJ TRANS INC","2601 W. PETERSON AVE.","CHICAGO","IL","60659","City Service Taxi Association","Owner-Operator","5006Taxi"
"Livery","7937","ACTIVE","FORD","EXPEDITION","2022","BLACK","Gasoline","N","MUHAMMAD  ASIF","4116 W. BELMONT AVE.","CHICAGO","IL","60641",,,"7937Livery"
"Taxi","4009","ACTIVE","TOYOTA","PRIUS","2013","WHITE/RED/STRIPES","Hybrid","N","GHEDAM TRANS INC","5319 S. WOODLAWN AVE.","CHICAGO","IL","60615","Independent2","Owner-Operator","4009Taxi"
"Pedicab","93","VIOLATION","VIP","VIP","2013","GREEN","Pedal","N","WATERMELONS, LLC","5420 N. KENMORE AVE.","CHICAGO","IL","60640",,,"93Pedicab"
"Livery","8165","ACTIVE","CADILLAC","CT6","2020","BLACK","Gasoline","N","CHICAGO DIAMOND M&A LIMOUSINE INC.","5905 S. KEDZIE AVE.","CHICAGO","IL","60629",,,"8165Livery"
"Livery","7330","ACTIVE","MERCEDES","S450","2019","BLACK","Gasoline","N","WINDY CITY LIMOUSINE COMPANY LLC","4803 N. MILWAUKEE AVE.","CHICAGO","IL","60630",,,"7330Livery"
"Charter Sightseeing","22991","INACTIVE","CHEVROLET","TROLLEY","1998","BURGUNDY","Gasoline","N","SCT USA INC","4455 N. KNOX AVE.","CHICAGO","IL","60630",,,"22991Charter Sightseeing"
"Taxi","607","ACTIVE","TOYOTA","RAV4","2023","GRAY","Hybrid","N","REGIS CAB COMPANY","5765 N. LINCOLN AVE.","CHICAGO","IL","60659","Independent1","Owner-Operator","607Taxi"
"Taxi","3993","VIOLATION","TOYOTA","CAMRY","2013","WHITE","Hybrid","N","KADSIA, INC.","2601 W. PETERSON AVE.","CHICAGO","IL","60659","DIS-AFFILIATED","Owner Manager","3993Taxi"
"Medicar","20610","ACTIVE","VOLKSWAGEN","ROUTAN","2009","BLACK","Gasoline","N","S&B TRANSIT LLC","10829 S. GREEN ST.","CHICAGO","IL","60643",,,"20610Medicar"
"Medicar","9438","INACTIVE","NISSAN","QUEST","2007","BLUE","Gasoline","N","PREMIER COMMUNICATIONS & MARKETING LLC","4627 S. LANGLEY AVE.","CHICAGO","IL","60653",,,"9438Medicar"
"Taxi","6717","VIOLATION","TOYOTA","CAMRY","2014","WHITE","Hybrid","N","JURA HACKING CORP.","5416 N. BROADWAY ST.","CHICAGO","IL","60640","EXPIRED AFFILIATION","Owner Manager","6717Taxi"
"Taxi","6856","INACTIVE",,,,,"Gasoline","N","CITY OF CHICAGO BACP","2350 W. OGDEN AVE.","CHICAGO","IL","60608",,,"6856Taxi"
"Livery","7217","ACTIVE","LINCOLN","NAVIGATOR L","2023","BLACK","Gasoline","N","YARR LIMOUSINE INC","1123 W. ROSEMONT AVE.","CHICAGO","IL","60660",,,"7217Livery"
"Taxi","6599","ACTIVE","TOYOTA","PRIUS","2015","YELLOW","Hybrid","N","TAXI MEDALLION GROUP LLC SERIES III","4175 N. ELSTON AVE.","CHICAGO","IL","60618","Yellow Cab Association","Owner Manager","6599Taxi"
"Taxi","1851","ACTIVE","TOYOTA","PRIUS","2015","BLUE/WHITE","Hybrid","N","ABEBA CORP","4626 W. CORNELIA AVE.","CHICAGO","IL","60641","Sun Taxi Association Inc","Owner-Operator","1851Taxi"
"Livery","8874","ACTIVE","CHEVROLET","SUBURBAN","2023","BLACK","Gasoline","N","FOUR SEASONS LIMOUSINE SERVICE INC","5550 N. ELSTON AVE.","CHICAGO","IL","60630",,,"8874Livery"
"Taxi","3934","SURRENDER","TOYOTA","PRIUS","2014","GREEN","Hybrid","N","NECT 28 LLC","6500 N. WESTERN AVE.","CHICAGO","IL","60645","TAXI TOWN AFFILIATION LLC","Medallion Leasing and Management, Inc.","3934Taxi"
"Taxi","101","ACTIVE","TOYOTA","CAMRY","2016","BLUE/WHITE","Hybrid","N","J.B. 'S TAXI INC.","4626 W. CORNELIA AVE.","CHICAGO","IL","60641","Sun Taxi Association Inc","Sun Financial Services, Inc.","101Taxi"
"Pedicab","5","ACTIVE","MAINSTREET","BROADWAY","0","BLACK","Pedal","N","RICHARD R. SAMMARTINO","1514 W. TAYLOR ST.","CHICAGO","IL","60607",,,"5Pedicab"
"Taxi","3848","VIOLATION","TOYOTA","CAMRY","2016","WHITE","Hybrid","N","CHICAGO MEDALLION ONE LLC.","9696 W. FOSTER AVE.","CHICAGO","IL","60656","Flash Cab Co","Owner Manager","3848Taxi"
"Taxi","1110","ACTIVE","TOYOTA","PRIUS","2014","BLUE/WHITE","Hybrid","N","AMER MIRZA INC","4626 W. CORNELIA AVE.","CHICAGO","IL","60641","Sun Taxi Association Inc","Owner Manager","1110Taxi"
"Taxi","1456","VIOLATION","TOYOTA","CAMRY","2012","WHITE","Hybrid","N","7TH AVENUE TAXI CORP.","9696 W. FOSTER AVE.","CHICAGO","IL","60656","DIS-AFFILIATED","Owner Manager","1456Taxi"
"Livery","8617","VIOLATION","CADILLAC","XTS","2019","BLACK","Gasoline","N","ZAIN CORPORATION INC","2115 W. FARWELL AVE.","CHICAGO","IL","60645",,,"8617Livery"
"Taxi","2062","VIOLATION","NISSAN","ALTIMA","2011","WHITE","Hybrid","N","FARHAT TRANS INC","6304 N. CLARK ST.","CHICAGO","IL","60660","DIS-AFFILIATED","Owner Manager","2062Taxi"
"Ambulance","5583","INACTIVE","FORD","E350","2004","RED/BLUE/WHITE","Gasoline","N","SUPERIOR AIR-GROUND AMBULANCE SERVICE, INC.","395 W. LAKE ST.","ELMHURST","IL","60126",,,"5583Ambulance"
"Ambulance","731038","INACTIVE","FORD","E350","2013","WHITE","Gasoline","N","KURTZ AMBULANCE SERVICE INC","1900  GARNET CT.","NEW LENOX","IL","60451",,,"731038Ambulance"
"Taxi","2395","ACTIVE","TOYOTA","SIENNA","2019","WHITE","Gasoline","Y","PARIKH ENTERPRISES I INC","9696 W. FOSTER AVE.","CHICAGO","IL","60656","Flash Cab Co","Owner Manager","2395Taxi"
"Taxi","2573","SURRENDER","TOYOTA","PRIUS","2012","WHITE/BLUE/STRIPES","Hybrid","N","SAFE CAB COMPANY","4020 W. GLENLAKE AVE.","CHICAGO","IL","60646","Blue Ribbon Assn Inc","Cab Management Group, Inc.","2573Taxi"
"Taxi","4151","SURRENDER","TOYOTA","PRIUS","2012","WHITE","Hybrid","N","TAXI MEDALLION GROUPLLC SERIESXXIV","4175 N. ELSTON AVE.","CHICAGO","IL","60618","DIS-AFFILIATED","Owner Manager","4151Taxi"
"Taxi","2027","VIOLATION","FORD","ESCAPE","2012","WHITE","Hybrid","N","ENETOCHKA TAXI INC","2617 S. WABASH AVE.","CHICAGO","IL","60616","EXPIRED AFFILIATION","Owner Manager","2027Taxi"
"Taxi","2861","ACTIVE","TOYOTA","PRIUS","2015","WHITE","Hybrid","N","SS AUTO TRANS, INC","2601 W. PETERSON AVE.","CHICAGO","IL","60659","City Service Taxi Association","Owner Manager","2861Taxi"
"Taxi","3646","VIOLATION","TOYOTA","CAMRY","2014","WHITE","Hybrid","N","BRIAN TAXI CORPORPORATION","9696 W. FOSTER AVE.","CHICAGO","IL","60656","DIS-AFFILIATED","Owner Manager","3646Taxi"
"Livery","9033","RESERVED","CADILLAC","ESCALADE","2019","BLACK","Gasoline","N","TRANS-OPS SYNDICATE INC.","1221 N. DEARBORN ST.","CHICAGO","IL","60610","Independent1",,"9033Livery"
"Charter Sightseeing","22992","RESERVED","CHAMPION","TROLLEY","1999","YELLOW","Gasoline","N","SCT USA INC","4455 N. KNOX AVE.","CHICAGO","IL","60630",,,"22992Charter Sightseeing"
"Livery","7018","ACTIVE","CADILLAC","XTS","2019","BLACK","Gasoline","N","NIGHTSTAR INC","5030 N. MARINE DR.","CHICAGO","IL","60640",,,"7018Livery"
"Livery","8688","ACTIVE","FORD","EXPEDITION","2023","BLACK","Gasoline","N","D M LIMO INC.","380 E. 71ST ST.","CHICAGO","IL","60619",,,"8688Livery"
"Taxi","4495","SURRENDER","TOYOTA","PRIUS","2016","ORANGE","Hybrid","N","MORAN TAXI INC","4301 W. MONTROSE AVE.","CHICAGO","IL","60641","WOLLEY TAXI","Owner Manager","4495Taxi"
"Taxi","5813","SURRENDER","TOYOTA","PRIUS","2015","WHITE","Hybrid","N","TAXI MEDALLION GROUP, LLC - SERIES I","3800 N. MILWAUKEE AVE.","CHICAGO","IL","60641","DIS-AFFILIATED","Owner Manager","5813Taxi"
"Taxi","3756","ACTIVE","TOYOTA","RAV4","2016","WHITE","Hybrid","N","GOTAMA BUDDHA INC","4118 W. LAWRENCE AVE.","CHICAGO","IL","60630","Globe Taxi Association Inc","Owner-Operator","3756Taxi"
"Taxi","3793","VIOLATION","FORD","ESCAPE","2012","WHITE","Hybrid","N","GYPSY CAB CORP.","2617 S. WABASH AVE.","CHICAGO","IL","60616","EXPIRED AFFILIATION","Owner Manager","3793Taxi"
"Livery","7115","ACTIVE","VOLVO","S90","2021","BLACK","Gasoline","N","GLOBAX LIMO INC","2255 W. MELROSE ST.","CHICAGO","IL","60618",,,"7115Livery"
"Charter Sightseeing","18830","INACTIVE","FREIGHLINE","TROLLEY","1196","WHITE/BLUE","Gasoline","N","AMERICAN EAGLE LIMO & TAXI INC","6067 N. MILWAUKEE AVE.","CHICAGO","IL","60646",,,"18830Charter Sightseeing"
"Medicar","5747","INACTIVE","FORD","E250","2005","WHITE","Gasoline","N","LAKE SHORE MEDICAR INC","2640 W. TOUHY AVE.","CHICAGO","IL","60645",,,"5747Medicar"
"Livery","70778","ACTIVE","FORD","EXPEDITION","2024","BLACK","Gasoline","N","EXCELLENT LIMOUSINE SERVICES LLC","1917 W. GRANVILLE AVE.","CHICAGO","IL","60660",,,"70778Livery"
"Livery","8201","ACTIVE","CHEVROLET","SUBURBAN","2023","BLACK","Gasoline","N","NAMT CORPORATION","3263 W. FULLERTON AVE.","CHICAGO","IL","60647",,,"8201Livery"
"Taxi","11","ACTIVE","TOYOTA","CAMRY","2016","YELLOW","Hybrid","N","ZUBI INC.","3800 N. MILWAUKEE AVE.","CHICAGO","IL","60641","Yellow Cab Association","Owner-Operator","11Taxi"
"Livery","9630","ACTIVE","LINCOLN","AVIATOR","2023","BLACK","Gasoline","N","QASWA EXPRESS, INC.","5550 N. ELSTON AVE.","CHICAGO","IL","60630",,,"9630Livery"
"Taxi","1922","VIOLATION","DODGE","CARAVAN","2013","WHITE","Flex Fuel","N","EAGLE RIDE INC","5136 N. WESTERN AVE.","CHICAGO","IL","60625","DIS-AFFILIATED","Owner Manager","1922Taxi"
"Livery","7336","ACTIVE","VOLVO","S90","2022","BLACK","Gasoline","N","ZDRAVKO V BOTEV","5723 N. MEADE AVE.","CHICAGO","IL","60646",,,"7336Livery"
"Medicar","6772","INACTIVE","FORD","E150","2008","SILVER","Gasoline","N","CITY WEST TRANSPORTATION  INC","50 N. MENARD AVE.","CHICAGO","IL","60644",,,"6772Medicar"
"Charter Sightseeing","13081","INACTIVE","FORD","F550","2011","BLACK","Gasoline","N","JKS LIMOUSINES LLC.","120 W. MADISON ST.","CHICAGO","IL","60602",,,"13081Charter Sightseeing"
"Medicar","19693","ACTIVE","CHEVROLET","G2500","2013","WHITE","Gasoline","N","NATIONAL QUALITY TRANSPORTATION INC","2004 W. ERIE ST.","CHICAGO","IL","60612",,,"19693Medicar"
"Charter Sightseeing","4283","INACTIVE","FORD","VAN","1997","TAN","Gasoline","N","TOWN & COUNTRY TRANSIT, CORP","858 W. ARMITAGE AVE.","CHICAGO","IL","60614",,,"4283Charter Sightseeing"
"Taxi","2750","ACTIVE","TOYOTA","CAMRY","2013","BLUE/WHITE","Hybrid","N","ASMARINO INC.","4626 W. CORNELIA AVE.","CHICAGO","IL","60641","Sun Taxi Association Inc","Owner-Operator","2750Taxi"
"Livery","70055","ACTIVE","LINCOLN","NAUTILUS","2024","BLACK","Gasoline","N","TRIPATHI INC.","2258 W. DEVON AVE.","CHICAGO","IL","60659",,,"70055Livery"
"Taxi","2034","VIOLATION","TOYOTA","PRIUS","2014","WHITE","Hybrid","N","CHICAGO MEDALLION ONE LLC.","9696 W. FOSTER AVE.","CHICAGO","IL","60656","Flash Cab Co","Owner Manager","2034Taxi"
"Medicar","20496","ACTIVE","TOYOTA","SIENNA","2020","WHITE","Gasoline","N","SB TRANSPORTATION LLC","4533 S. INDIANA AVE.","CHICAGO","IL","60653",,,"20496Medicar"
"Taxi","3404","VIOLATION","FORD","ESCAPE","2012","WHITE","Hybrid","N","GLTI CAB CORP.","2617 S. WABASH AVE.","CHICAGO","IL","60616","EXPIRED AFFILIATION","Owner Manager","3404Taxi"
"Taxi","4372","VIOLATION","TOYOTA","PRIUS","2012","WHITE","Hybrid","N","LINCOLNSHIRE SERVICE II, CORP.","3801 N. ELSTON AVE.","CHICAGO","IL","60618","EXPIRED AFFILIATION","Owner Manager","4372Taxi"
"Taxi","5583","ACTIVE","TOYOTA","SIENNA","2020","YELLOW","Gasoline","Y","SHEUN VENTURES INC","3800 N. MILWAUKEE AVE.","CHICAGO","IL","60641","Yellow Cab Association","Owner-Operator","5583Taxi"
"Ambulance","5693","RESERVED","FORD","E350","2010","WHITE","Gasoline","N","LIFELINE AMBULANCE, LLC","3737  CHASE AVE.","SKOKIE","IL","60076",,,"5693Ambulance"
"Charter Sightseeing","19836","INACTIVE","FREIGHTLINER","X LINE SHUTTLE","1998","WHITE","Gasoline","N","AMERICAN EAGLE LIMO & TAXI INC","6067 N. MILWAUKEE AVE.","CHICAGO","IL","60646",,,"19836Charter Sightseeing"
"Taxi","6544","ACTIVE","TOYOTA","PRIUS","2013","GRAY/WHITE","Hybrid","N","ERI TRANS INC.","7405 N. WESTERN AVE.","CHICAGO","IL","60645","Choice Taxi Association Inc","Owner-Operator","6544Taxi"
"Taxi","3815","VIOLATION","FORD","ESCAPE","2012","WHITE","Hybrid","N","GREEN EYES CAB CORP.","2617 S. WABASH AVE.","CHICAGO","IL","60616","EXPIRED AFFILIATION","Owner Manager","3815Taxi"
"Livery","70288","ACTIVE","CHEVROLET","SUBURBAN","2023","BLACK","Gasoline","N","CHICAGO MEDIA AND TECHNOLOGIES LLC","5550 N. ELSTON AVE.","CHICAGO","IL","60630",,,"70288Livery"
"Charter Sightseeing","23953","ACTIVE","FREIGHTLINER","M1235","2008","WHITE","Gasoline","N","VIP LIMOUSINE INC.","5356 N. MILWAUKEE AVE.","CHICAGO","IL","60630",,,"23953Charter Sightseeing"
"Taxi","490","VIOLATION","FORD","ESCAPE","2012","WHITE","Hybrid","N","MEDALLION FUNDING CHICAGO CORP","2617 S. WABASH AVE.","CHICAGO","IL","60616","EXPIRED AFFILIATION","Owner Manager","490Taxi"
"Medicar","9267","VIOLATION","CHEVROLET","EQUINOX","2012","WHITE","Gasoline","N","REGAL IMAGE TRANSPORTATION LLC","1347 W. MARQUETTE RD.","CHICAGO","IL","60636",,,"9267Medicar"
"Taxi","1401","VIOLATION","TOYOTA","PRIUS","2017","RED","Hybrid","N","MILLENIUM CAB CORP","4118 W. LAWRENCE AVE.","CHICAGO","IL","60630","INDEPENDENT3","Owner-Operator","1401Taxi"
"Taxi","1512","ACTIVE","TOYOTA","PRIUS","2021","BLUE/WHITE","Hybrid","N","RAHEL EXPRESS INC.","4626 W. CORNELIA AVE.","CHICAGO","IL","60641","Sun Taxi Association Inc","Owner Manager","1512Taxi"
"Livery","7529","ACTIVE","CADILLAC","ESCALADE ESV","2023","BLACK","Gasoline","N","EMPIRECHICAGO LLC","8770 W. BRYN MAWR AVE.","CHICAGO","IL","60631",,,"7529Livery"
"Taxi","2081","ACTIVE","TOYOTA","PRIUS","2013","WHITE","Hybrid","N","AMRIT CAB CO.","4118 W. LAWRENCE AVE.","CHICAGO","IL","60630","Globe Taxi Association Inc","Owner Manager","2081Taxi"
"Taxi","357","ACTIVE","TOYOTA","SIENNA","2018","BLUE/WHITE","Gasoline","Y","MCCAB XIV CORP.","4626 W. CORNELIA AVE.","CHICAGO","IL","60641","Sun Taxi Association Inc","Sun Financial Services, Inc.","357Taxi"
"Taxi","2123","VIOLATION","TOYOTA","CAMRY","2013","WHITE","Hybrid","N","DIMPY INC","4118 W. LAWRENCE AVE.","CHICAGO","IL","60630","DIS-AFFILIATED","Owner Manager","2123Taxi"
"Taxi","170","ACTIVE","TOYOTA","CAMRY","2022","WHITE","Hybrid","N","WASA BELAY INC","6325 N. CICERO AVE.","CHICAGO","IL","60646","Independent1","Owner-Operator","170Taxi"
"Taxi","6288","ACTIVE","TOYOTA","PRIUS","2015","YELLOW","Hybrid","N","TAXI MEDALLION GROUP, LLC - SERIES I","3800 N. MILWAUKEE AVE.","CHICAGO","IL","60641","Yellow Cab Association","Owner Manager","6288Taxi"
"Livery","70779","ACTIVE","CHEVROLET","SUBURBAN","2024","BLACK","Gasoline","N","SIGNATURE TRANSPORTATION GROUP LLC","7958 W. CATHERINE AVE.","CHICAGO","IL","60656",,,"70779Livery"
"Livery","70320","VIOLATION","CHEVROLET","SUBURBAN","2023","BLACK","Gasoline","N","SALMAKEEV INC,.","5550 N. ELSTON AVE.","CHICAGO","IL","60630",,,"70320Livery"
"Taxi","651","ACTIVE","TOYOTA","SCION","2015","WHITE","Gasoline","N","ABEJORRAL EXPRESS CORP.","2601 W. PETERSON AVE.","CHICAGO","IL","60659","City Service Taxi Association","Owner-Operator","651Taxi"
"Medicar","9332","ACTIVE","TOYOTA","SIENNA","2016","WHITE","Gasoline","N","CONNECT CARE TRANS LLC","5858 N. NORTHWEST HWY.","CHICAGO","IL","60631",,,"9332Medicar"
"Livery","9221","ACTIVE","CADILLAC","ESCALADE ESV","2023","BLACK","Gasoline","N","TUYO LIMOUSINE SERVICE INC.","3330 S. HOYNE AVE.","CHICAGO","IL","60608",,,"9221Livery"
"Livery","8824","VIOLATION","BMW","530E","2019","BLACK","Gasoline","N","ALI DEMIRGUC","4060 N. KENMORE AVE.","CHICAGO","IL","60613",,,"8824Livery"
"Ambulance","721510","RESERVED","MERCEDES","SPRINTER","2019","YELLOW","Gasoline","N","SUPERIOR AIR-GROUND AMBULANCE SERVICE, INC.","395 W. LAKE ST.","ELMHURST","IL","60126",,,"721510Ambulance"
"Taxi","5328","ACTIVE","TOYOTA","PRIUS","2015","BLUE/WHITE","Hybrid","N","NORTH KING CAB COMPANY","4626 W. CORNELIA AVE.","CHICAGO","IL","60641","Sun Taxi Association Inc","Sun Financial Services, Inc.","5328Taxi"
"Taxi","2315","ACTIVE","TOYOTA","CAMRY","2019","WHITE/STARS/STRIPES","Gasoline","N","MADJID R. GARIBI","8619 W. SUMMERDALE AVE.","CHICAGO","IL","60656","American-United Cab Assn","Owner-Operator","2315Taxi"
"Taxi","5064","VIOLATION","TOYOTA","PRIUS","2013","BLUE/WHITE","Hybrid","N","ALEX B CAB CORP","4626 W. CORNELIA AVE.","CHICAGO","IL","60641","Sun Taxi Association Inc","Sun Financial Services, Inc.","5064Taxi"
"Taxi","3071","ACTIVE","TOYOTA","SIENNA","2022","GRAY","Hybrid","N","KARIM ALLAM CAB CO","5765 N. LINCOLN AVE.","CHICAGO","IL","60659","Independent1","Owner-Operator","3071Taxi"
"Taxi","5687","SURRENDER","TOYOTA","CAMRY","2014","WHITE","Hybrid","N","KARSAZ TRANS, INC","9696 W. FOSTER AVE.","CHICAGO","IL","60656","Flash Cab Co","Owner-Operator","5687Taxi"
"Taxi","706","VIOLATION","TOYOTA","CAMRY","2013","WHITE","Hybrid","N","DAWDAYABHE INC","6550 N. CLARK ST.","CHICAGO","IL","60626","DIS-AFFILIATED","Owner Manager","706Taxi"
"Pedicab","176","ACTIVE","VIP","VIP","2018","BLUE","Pedal","Y","PEDICAB RIDE GUYS LLC","1919 S. MICHIGAN AVE. AVE.","CHICAGO","IL","60616",,,"176Pedicab"
"Medicar","6516","INACTIVE","FORD","E250","2007","WHITE","Gasoline","N","MEDICAL EXPRESS AMBULANCE SERV","5650 W. HOWARD ST.","SKOKIE","IL","60077",,,"6516Medicar"
"Taxi","1597","ACTIVE","TOYOTA","PRIUS","2014","SILVER","Hybrid","N","DELI & AMA INC","6432 N. RIDGE BLVD.","CHICAGO","IL","60626","INDEPENDENT3","Owner Manager","1597Taxi"
"Livery","8147","ACTIVE","FORD","EXPEDITION","2023","BLACK","Gasoline","N","SSRM LIMO INC.","6221 N. ALBANY AVE.","CHICAGO","IL","60659",,,"8147Livery"
"Livery","8439","ACTIVE","AUDI","A8","2018","BLACK","Gasoline","N","MOVI LIMO INC","7089 N. CALDWELL AVE.","CHICAGO","IL","60646",,,"8439Livery"
"Medicar","13217","INACTIVE","FORD","E350","2011","SILVER","Gasoline","N","SCR MEDICAL TRANSPORTATION, INC.","8801 S. GREENWOOD AVE.","CHICAGO","IL","60619",,,"13217Medicar"
"Taxi","2361","ACTIVE","TOYOTA","CAMRY","2020","BLUE/WHITE","Hybrid","N","ZIYAD TAXI INC","4626 W. CORNELIA AVE.","CHICAGO","IL","60641","Sun Taxi Association Inc","Owner-Operator","2361Taxi"
"Taxi","55","ACTIVE","TOYOTA","RAV4","2019","ORANGE","Hybrid","N","ROADWAY CAB CO","4301 W. MONTROSE AVE.","CHICAGO","IL","60641","WOLLEY TAXI","Owner Manager","55Taxi"
"Livery","9273","ACTIVE","LINCOLN","AVIATOR","2023","BLACK","Gasoline","N","TAJ PALACE INC,","5550 N. ELSTON AVE.","CHICAGO","IL","60630",,,"9273Livery"
"Livery","7842","ACTIVE","LINCOLN","CORSAIR","2022","BLACK","Gasoline","N","A & H LIMO LLC","3760 N. OKETO AVE.","CHICAGO","IL","60634",,,"7842Livery"
"Taxi","498","VIOLATION","FORD","ESCAPE","2012","WHITE","Hybrid","N","MEDALLION FUNDING CHICAGO CORP","2617 S. WABASH AVE.","CHICAGO","IL","60616","EXPIRED AFFILIATION","Owner Manager","498Taxi"
"Livery","9778","ACTIVE","VOLVO","S90","2022","BLACK","Gasoline","N","EMPIRECHICAGO LLC","8770 W. BRYN MAWR AVE.","CHICAGO","IL","60631",,,"9778Livery"
"Taxi","2732","VIOLATION","FORD","ESCAPE","2012","WHITE","Hybrid","N","BLUE EYES CAB CORP.","2617 S. WABASH AVE.","CHICAGO","IL","60616","EXPIRED AFFILIATION","Owner Manager","2732Taxi"
"Taxi","5369","ACTIVE","TOYOTA","CAMRY","2013","WHITE","Hybrid","N","TALHA 1, INC","9696 W. FOSTER AVE.","CHICAGO","IL","60656","Flash Cab Co","Owner-Operator","5369Taxi"
"Horse Drawn Carriage","35","INACTIVE",,,,,"Horse","N","COACH HORSE LIVERY LIMITED","1410 N. ORLEANS ST.","CHICAGO","IL","60610",,,"35Horse Drawn Carriage"
"Taxi","3479","ACTIVE","TOYOTA","CAMRY","2013","GRAY/WHITE","Hybrid","N","LEGESSE CAB CO","7405 N. WESTERN AVE.","CHICAGO","IL","60645","Choice Taxi Association Inc","Owner Manager","3479Taxi"
"Taxi","6854","VIOLATION","DODGE","GRAND CARAVAN","2015","WHITE","Gasoline","Y","TUFFS TRANSPORTATION LLC","9696 W. FOSTER AVE.","CHICAGO","IL","60656","DIS-AFFILIATED","Owner-Operator","6854Taxi"
"Taxi","3550","ACTIVE","TOYOTA","SIENNA","2019","YELLOW","Gasoline","Y","BATULA TAXI SERVICES LLC","3800 N. MILWAUKEE AVE.","CHICAGO","IL","60641","Yellow Cab Association","Owner-Operator","3550Taxi"
"Taxi","1216","VIOLATION","TOYOTA","PRIUS","2013","YELLOW","Hybrid","N","ES TAXI CORP.","3800 N. MILWAUKEE AVE.","CHICAGO","IL","60641","Yellow Cab Association","Owner Manager","1216Taxi"
"Livery","8747","RESERVED","LINCOLN","NAVIGATOR","2019","BLACK","Gasoline","N","TROPICAL LIMO SERVICES LLC","5550 N. ELSTON AVE.","CHICAGO","IL","60630",,,"8747Livery"
"Livery","9545","ACTIVE","LINCOLN","NAVIGATOR L","2023","BLACK","Gasoline","N","D M LIMO INC.","380 E. 71ST ST.","CHICAGO","IL","60619",,,"9545Livery"
"Taxi","6836","INACTIVE",,,,"WHITE","Gasoline","N","CITY OF CHICAGO BACP","2350 W. OGDEN AVE.","CHICAGO","IL","60608",,,"6836Taxi"
"Livery","9131","ACTIVE","GMC","YUKON XL","2022","BLACK","Gasoline","N","LIMO ELITE INC","9817 S. CLYDE AVE.","CHICAGO","IL","60617",,,"9131Livery"
"Taxi","760","ACTIVE","TOYOTA","RAV4","2020","GRAY","Hybrid","N","LUXURY RIDES LLC","2532 W. WARREN BLVD.","CHICAGO","IL","60612","Independent1","Owner-Operator","760Taxi"
"Taxi","6987","INACTIVE",,,,,"Gasoline","N","CITY OF CHICAGO BACP","2350 W. OGDEN AVE.","CHICAGO","IL","60608",,,"6987Taxi"
"Taxi","807","ACTIVE","TOYOTA","SIENNA","2019","WHITE/BLUE/STRIPES","Gasoline","Y","AIAI TAXI INC","4020 W. GLENLAKE AVE.","CHICAGO","IL","60646","Blue Ribbon Assn Inc","Owner Manager","807Taxi"
"Medicar","5603","INACTIVE","FORD","E250","2003",,"Gasoline","N","SUPREME MEDICAR INC","7238 N. ROGERS AVE.","CHICAGO","IL","60645",,,"5603Medicar"
"Charter Sightseeing","14157","INACTIVE","CHEVROLET","EXPRESS","2007","WHITE","Gasoline","N","FIRST CHICAGO LIMO, INC.","5550 N. ELSTON AVE.","CHICAGO","IL","60630",,,"14157Charter Sightseeing"
"Ambulance","721512","ACTIVE","MERCEDES","SPRINTER","2019","YELLOW","Gasoline","N","SUPERIOR AIR-GROUND AMBULANCE SERVICE, INC.","395 W. LAKE ST.","ELMHURST","IL","60126",,,"721512Ambulance"
"Taxi","3300","ACTIVE","TOYOTA","CAMRY","2015","BLUE/WHITE","Hybrid","N","ROOTS SLICK INC.","4626 W. CORNELIA AVE.","CHICAGO","IL","60641","Sun Taxi Association Inc","Sun Financial Services, Inc.","3300Taxi"
"Livery","8621","ACTIVE","CADILLAC","ESCALADE ESV","2023","BLACK","Gasoline","N","CHICAGO'S FINEST WORLDWIDE TRANSPORTATION GROUP","5512 W. HIGGINS AVE.","CHICAGO","IL","60630",,,"8621Livery"
"Livery","70081","VIOLATION","FORD","EXPEDITION","2022","BLACK","Gasoline","N","SNB DEVELOPMENT LLC","4836 W. FULLERTON AVE.","CHICAGO","IL","60639",,,"70081Livery"
"Ambulance","721514","ACTIVE","MERCEDES","SPRINTER","2019","YELLOW","Gasoline","N","SUPERIOR AIR-GROUND AMBULANCE SERVICE, INC.","395 W. LAKE ST.","ELMHURST","IL","60126",,,"721514Ambulance"
"Taxi","5974","ACTIVE","TOYOTA","CAMRY","2014","WHITE/BLUE/STRIPES","Hybrid","N","PJ CAB CO","4020 W. GLENLAKE AVE.","CHICAGO","IL","60646","Blue Ribbon Assn Inc","Owner Manager","5974Taxi"
